#MPI_Ssend		
#size[kB]	bandwidth[Mb/s]	bandwidth[Mb/s]
2212	258.162659	114.163071
2213	268.81546	137.483734
2214	139.062958	132.889053
2215	135.431625	135.70752
2216	216.709366	136.696304
2217	265.501984	131.477997
2218	177.484283	126.038818
2219	165.079788	133.446091
2220	146.702591	131.074051
2221	146.152039	118.260796
2222	111.172729	114.096336
2223	266.567139	133.265152
2224	229.283554	133.684708
2225	153.454269	125.623619
2226	158.538864	133.752213
2227	124.010017	133.536743
2228	106.530869	137.518509
2229	109.820419	125.258537
2230	106.487625	131.480362
2231	109.31456	126.698143
2232	166.248657	127.401543
2233	135.895157	123.094917
2234	176.486725	127.420219
2235	153.667053	118.718338
2236	117.351791	130.643631
2237	180.311768	119.165886
2238	176.121094	124.505089
2239	149.835709	123.80526
2240	152.988846	120.284843
2241	146.995834	121.72261
2242	149.533279	121.190651
2243	134.182251	123.782471
2244	110.941307	121.154465
2245	112.697472	122.995743
2246	109.001778	111.283897
2247	105.362984	124.997276
2248	103.771019	126.209816
2249	141.761002	126.36676
2250	263.809509	118.502037
2251	215.143402	118.339165
2252	159.999313	130.373383
2253	267.308899	128.632462
2254	186.730957	118.79483
2255	140.706604	108.351883
2256	106.904556	131.270187
2257	138.172333	129.775711
2258	161.45079	124.631935
2259	182.950867	107.790306
2260	261.328583	126.10997
2261	184.115036	121.948044
2262	148.848785	121.701683
2263	164.956268	117.74646
2264	208.285583	110.665825
2265	264.51178	107.790718
2266	162.077179	121.580551
2267	115.000694	117.952545
2268	164.551147	122.452049
2269	245.468094	116.600388
2270	266.098907	114.172699
2271	140.01239	121.483444
2272	133.122345	116.562195
2273	221.899857	103.376282
2274	257.309998	126.611519
2275	141.329071	119.032173
2276	137.711182	112.777542
2277	135.690506	106.643204
2278	162.028961	156.358749
2279	155.8564	160.671295
2280	151.094498	156.805573
2281	143.272125	158.615967
2282	141.259155	159.595596
2283	108.972359	159.969864
2284	121.724289	158.978729
2285	127.676018	158.65242
2286	132.890839	152.601852
2287	164.378403	144.933853
2288	208.257919	152.902817
2289	262.262421	154.254669
2290	157.915176	158.730469
2291	122.712006	154.283752
2292	156.653305	152.594009
2293	125.123734	149.901703
2294	128.86618	153.196793
2295	103.764702	149.746841
2296	127.493713	151.467239
2297	135.36879	141.767532
2298	254.95816	149.727463
2299	247.31897	130.437653
2300	257.192627	138.327896
2301	158.298325	132.047394
2302	162.462555	139.009552
2303	157.05246	141.533066
2304	141.063843	140.929169
2305	121.43605	135.649536
2306	139.72821	132.513702
2307	139.697968	142.843903
2308	222.758698	139.3405
2309	249.027267	72.722252
2310	254.809662	131.1138
2311	252.619263	140.306824
2312	248.248306	138.226288
2313	252.373016	135.475204
2314	242.11171	145.066803
2315	250.908783	138.374557
2316	245.681427	142.813751
2317	251.67775	145.789062
2318	197.789139	122.943787
2319	123.68779	152.701508
2320	113.849197	137.452087
2321	114.541435	137.153244
2322	109.511497	146.083755
2323	108.364548	146.052597
2324	139.297119	140.300186
2325	132.69046	142.500122
2326	124.084076	135.278412
2327	154.270981	140.30928
2328	162.539139	110.318939
2329	161.986252	101.779999
2330	186.075058	99.078186
2331	256.291138	96.439323
2332	177.031906	96.854904
2333	154.823074	94.394737
2334	197.51088	95.798615
2335	252.754181	144.420517
2336	224.354767	148.172821
2337	139.341766	144.647202
2338	126.57608	137.954361
2339	137.860947	131.169449
2340	117.745918	139.458817
2341	114.522278	150.753922
2342	115.508293	150.518799
2343	114.272163	146.861252
2344	116.330635	146.378891
2345	122.832031	127.192047
2346	151.808716	126.896706
2347	114.412041	147.547272
2348	101.728897	152.534637
2349	113.852097	143.900696
2350	94.238831	148.335464
2351	123.734085	163.806885
2352	137.224823	158.721619
2353	127.502434	139.082031
2354	102.615799	124.146698
2355	119.421333	116.535515
2356	184.726349	132.827927
2357	253.599487	118.812119
2358	150.967041	88.838753
2359	214.170074	104.443283
2360	245.389099	103.720726
2361	141.52655	107.080009
2362	244.842972	96.894058
2363	202.826324	131.022095
2364	144.247116	151.952057
2365	142.927872	161.016006
2366	122.894073	148.967804
2367	151.02887	140.346497
2368	154.413956	150.474106
2369	151.401901	116.40493
2370	156.529724	99.590416
2371	153.592712	91.31086
2372	154.335831	94.290359
2373	97.444283	100.423676
2374	138.198624	104.188385
2375	115.53212	95.494431
2376	154.546677	93.667496
2377	154.457748	99.20919
2378	106.015587	105.507225
2379	108.226105	100.694298
2380	136.859772	102.346558
2381	137.064224	100.015388
2382	251.223816	108.139397
2383	198.110626	97.989288
2384	148.559158	108.465012
2385	175.244858	104.313477
2386	252.242493	103.04776
2387	246.438904	99.695786
2388	252.140137	102.098267
2389	173.495514	110.240395
2390	121.60421	104.367104
2391	133.22673	98.204689
2392	127.30584	99.408287
2393	143.819946	99.902733
2394	161.912231	94.918533
2395	108.939316	104.417252
2396	129.811111	100.68605
2397	189.157883	100.234802
2398	243.055588	97.999329
2399	239.92746	107.502602
2400	238.790985	104.080086
2401	249.36409	92.524696
2402	106.535706	95.683357
2403	137.084946	95.194359
2404	151.566238	103.857231
2405	120.213959	103.395653
2406	116.257439	92.581779
2407	165.348312	102.997086
2408	166.720154	101.181183
2409	131.394577	104.887917
2410	99.064583	95.956741
2411	119.869362	107.868614
2412	105.200027	91.492043
2413	89.052856	93.571838
2414	105.934723	139.18634
2415	155.139175	140.924194
2416	246.114624	134.619156
2417	189.705215	149.04245
2418	101.363998	122.387238
2419	123.580559	127.029488
2420	137.023804	143.470734
2421	131.853897	146.160126
2422	139.032242	106.067871
2423	130.493195	126.166252
2424	123.802429	128.999344
2425	155.667465	151.779327
2426	123.742302	121.688004
2427	141.530502	125.977913
2428	143.622971	123.903091
2429	123.484047	137.99147
2430	121.988037	137.33226
2431	132.685638	151.427124
2432	119.017693	132.548203
2433	136.766403	124.796028
2434	145.777603	176.796371
2435	147.021027	160.873505
2436	165.255814	144.673828
2437	162.097214	135.035889
2438	149.018814	138.230164
2439	139.495514	151.626862
2440	127.535385	148.084473
2441	134.751556	133.759567
2442	243.563171	139.96608
2443	236.621429	124.280922
2444	241.186234	122.025032
2445	240.910034	122.609726
2446	238.629318	100.569321
2447	211.634064	94.269463
2448	165.548187	115.029121
2449	157.083267	147.639069
2450	153.40509	126.415039
2451	125.735748	83.13813
2452	101.926918	94.0569
2453	110.810219	109.196243
2454	119.243553	126.606926
2455	122.987404	102.5653
2456	119.075638	92.651466
2457	133.248688	89.248863
2458	86.863976	108.058144
2459	112.433281	113.210709
2460	92.566757	151.330612
2461	133.24826	159.060867
2462	128.597702	143.820999
2463	214.493301	157.078934
2464	235.389587	138.454315
2465	240.718719	114.930466
2466	193.498016	131.602982
2467	137.152573	136.457535
2468	123.300728	145.978958
2469	136.033386	122.551285
2470	125.566406	116.277542
2471	138.983475	88.166336
2472	241.304001	86.317314
2473	233.99202	93.824593
2474	121.716164	139.614853
2475	113.058395	129.311295
2476	108.570862	123.933434
2477	121.889526	96.834579
2478	155.139175	130.750183
2479	243.568298	111.296593
2480	231.821564	105.77507
2481	235.781586	85.894043
2482	138.973862	93.308617
2483	122.82502	127.935722
2484	218.658188	130.384216
2485	230.489197	145.144745
2486	236.488342	110.378784
2487	234.170837	133.411606
2488	239.538315	117.530556
2489	235.366791	94.992378
2490	105.087547	105.349648
2491	100.206543	96.537933
2492	99.956276	137.108856
2493	152.779099	139.501144
2494	153.00029	135.190674
2495	126.135612	164.37027
2496	136.304108	119.1661
2497	135.960083	113.81826
2498	100.724709	112.27832
2499	93.403061	79.428268
2500	117.654144	108.996719
2501	149.29776	154.671555
2502	147.9366	129.278519
2503	125.897606	145.514862
2504	94.697289	114.106888
2505	83.888847	148.797897
2506	207.015839	155.276154
2507	232.954926	149.971649
2508	238.595215	147.231262
2509	145.340393	121.832214
2510	125.898033	126.733078
2511	150.32283	129.844818
2512	118.333199	132.717545
2513	133.882278	116.231422
2514	94.412773	115.207047
2515	85.748779	122.048157
2516	83.227043	118.345467
2517	163.341995	95.07692
2518	209.399918	87.642891
2519	104.016464	87.631172
2520	133.962296	87.574409
2521	105.864639	126.388893
2522	112.733368	116.150597
2523	98.799202	141.761536
2524	104.674782	133.240494
2525	119.185776	126.527199
2526	99.805122	108.27755
2527	121.041183	121.012459
2528	129.920975	121.959793
2529	236.799271	122.659882
2530	229.674484	136.554886
2531	146.47377	126.871559
2532	207.703201	142.837265
2533	235.499115	143.761292
2534	231.310181	145.549011
2535	232.215912	113.084572
2536	238.516861	101.045685
2537	143.027481	124.27742
2538	133.297119	125.165039
2539	101.050797	124.42337
2540	104.667107	115.124474
2541	115.225281	122.690155
2542	106.858421	126.232559
2543	155.442459	104.623734
2544	126.855873	116.481384
2545	129.194794	79.4888
2546	146.400787	96.411804
2547	151.290497	126.886436
2548	138.222763	113.949875
2549	131.013504	104.120171
2550	117.273697	109.630928
2551	167.550827	138.008835
2552	144.382431	119.262367
2553	145.066254	130.988846
2554	144.519913	137.766418
2555	209.259796	141.980118
2556	211.016113	132.25
2557	210.812088	136.899597
2558	205.480255	130.638031
2559	212.099731	109.062538
2560	211.683853	88.038345
2561	277.705475	118.113434
2562	280.39978	123.332726
2563	188.868164	115.979851
2564	161.18927	173.73555
2565	173.626862	179.438629
2566	175.517487	183.762238
2567	273.702576	174.386551
2568	286.735352	159.44165
2569	288.114868	197.500183
2570	222.522034	122.31929
2571	150.521362	148.570206
2572	148.486374	152.304916
2573	140.880066	138.061462
2574	120.492432	150.132431
2575	105.629684	168.464294
2576	103.940262	162.739838
2577	106.504089	158.226288
2578	146.406479	127.331154
2579	157.882111	114.508362
2580	267.43161	115.888802
2581	284.864624	108.659035
2582	187.795685	128.641129
2583	140.356064	176.439575
2584	151.523743	173.032425
2585	149.639252	166.010956
2586	153.784317	194.842957
2587	117.818398	173.454178
2588	148.658005	157.937027
2589	138.909424	131.110764
2590	133.380478	128.583649
2591	159.249298	191.56633
2592	210.869843	162.44281
2593	156.153336	162.612228
2594	159.295944	178.467072
2595	150.703415	185.419968
2596	109.454094	171.527679
2597	110.930382	140.597015
2598	137.148315	173.626587
2599	150.763	167.870117
2600	148.533508	203.214859
2601	149.190216	195.028687
2602	146.714966	170.733627
2603	147.097458	153.975845
2604	146.561234	162.705109
2605	148.215622	185.968216
2606	145.693222	153.584763
2607	150.622772	120.838837
2608	138.062897	134.626663
2609	180.795395	119.565376
2610	175.802933	146.72728
2611	156.251572	197.057922
2612	144.039551	183.94104
2613	134.251404	164.945404
2614	136.623001	187.022476
2615	138.106766	183.902924
2616	147.221191	160.482407
2617	143.726685	149.149704
2618	146.1129	148.702484
2619	149.654663	137.173035
2620	133.24408	129.98999
2621	147.194122	117.520386
2622	185.15007	128.648773
2623	182.949966	140.530884
2624	157.115707	138.008377
2625	137.861633	170.276932
2626	111.812103	117.3657
2627	110.901306	109.052902
2628	115.181343	111.286407
2629	162.290558	110.713005
2630	158.473862	107.654221
2631	142.054001	111.019859
2632	163.511612	114.546242
2633	163.409378	112.470779
2634	140.198135	109.405769
2635	151.84726	110.169601
2636	145.123657	172.097397
2637	117.152252	185.420792
2638	114.489845	158.959442
2639	149.667282	143.531235
2640	146.459	125.086555
2641	155.370346	197.329102
2642	117.548706	182.86293
2643	158.665329	160.887161
2644	100.245735	156.893265
2645	104.470306	130.663681
2646	105.354507	171.411575
2647	103.890701	191.01474
2648	124.60981	186.514023
2649	146.558289	138.659714
2650	149.426804	138.85585
2651	150.519394	155.578461
2652	127.408844	178.436798
2653	134.182251	163.899857
2654	146.993973	162.290863
2655	146.841003	111.278656
2656	185.020309	109.296936
2657	276.784851	115.23925
2658	266.873077	113.553452
2659	251.789169	141.895279
2660	272.032166	142.566177
2661	266.586639	168.266953
2662	264.327393	181.509521
2663	273.515411	190.424057
2664	278.209503	184.030716
2665	249.378174	196.222794
2666	279.261169	166.863831
2667	212.793121	163.886734
2668	145.851547	142.1035
2669	141.823318	145.766525
2670	161.431229	111.838081
2671	181.097	108.482933
2672	190.173233	130.521667
2673	145.229553	165.787277
2674	142.222458	180.149796
2675	149.408707	179.627197
2676	152.835129	131.647141
2677	118.295776	131.121536
2678	150.532974	124.277657
2679	130.445053	121.828636
2680	152.396637	132.5746
2681	160.363373	118.833496
2682	157.592911	128.415695
2683	159.561523	139.527878
2684	122.418671	121.31926
2685	116.280403	120.8974
2686	140.790558	138.777802
2687	153.231766	136.837952
2688	149.632843	142.992981
2689	119.025124	133.06543
2690	107.601646	144.411636
2691	135.512146	195.823029
2692	153.74028	190.449448
2693	146.773117	157.660599
2694	142.143112	198.34436
2695	150.487396	193.225906
2696	147.986511	176.175003
2697	150.286407	149.389755
2698	145.884781	157.386169
2699	150.276245	122.122116
2700	133.569122	125.209175
2701	168.490601	114.382477
2702	178.523651	115.068527
2703	260.942444	97.382492
2704	271.316833	120.07505
2705	169.436279	121.426117
2706	153.42514	146.030731
2707	145.320312	134.941116
2708	153.82811	123.181366
2709	150.674179	115.837433
2710	148.434616	144.936417
2711	149.419083	122.785645
2712	138.02597	151.886841
2713	152.540466	134.28186
2714	144.037521	116.819519
2715	174.415466	108.167282
2716	210.765335	159.109665
2717	186.874359	186.685547
2718	172.536499	168.395905
2719	208.402267	150.406525
2720	263.51944	172.220352
2721	272.219086	153.095093
2722	269.34845	182.480942
2723	278.99649	144.83519
2724	260.260773	175.137848
2725	167.436539	158.578186
2726	251.342361	182.840897
2727	261.177643	170.508041
2728	150.973022	162.61026
2729	144.619949	144.015137
2730	146.536789	95.3965
2731	177.34816	116.562515
2732	175.33287	145.668808
2733	262.981445	131.847168
2734	218.213669	121.320747
2735	144.033554	97.964165
2736	171.326767	106.490768
2737	167.502151	106.608238
2738	128.670731	112.333237
2739	150.421768	162.535828
2740	138.330795	153.478409
2741	164.084442	121.560768
2742	156.995667	125.553764
2743	159.141296	120.607597
2744	152.475647	148.29863
2745	143.170837	165.550552
2746	145.10025	173.835999
2747	157.057678	177.860031
2748	170.435822	122.685844
2749	211.334946	164.208344
2750	159.835983	150.040588
2751	182.051956	141.972137
2752	217.959946	157.238892
2753	227.763306	172.497818
2754	182.006424	132.252609
2755	262.923523	159.595291
2756	212.39711	173.350403
2757	150.357254	166.504318
2758	146.552841	149.763077
2759	142.051773	110.02066
2760	148.311539	108.396507
2761	146.399445	106.093224
2762	147.927917	107.211014
2763	146.06189	117.76638
2764	145.388443	146.486115
2765	145.928421	130.67691
2766	144.789322	120.382202
2767	142.07901	111.198814
2768	160.418335	100.57502
2769	139.677505	104.136971
2770	244.517532	104.408127
2771	208.486954	113.06015
2772	101.147537	143.41597
2773	96.232521	125.28894
2774	100.121895	137.883728
2775	96.739746	155.424316
2776	108.263748	139.048203
2777	105.343964	177.431534
2778	99.879036	132.516373
2779	98.756401	164.815536
2780	100.662369	167.148605
2781	100.717239	174.164062
2782	100.281174	175.606857
2783	98.042458	181.451126
2784	102.105286	170.452866
2785	111.532913	147.73996
2786	207.290939	136.072723
2787	256.919891	158.151184
2788	123.48764	133.787308
2789	169.176834	110.777878
2790	117.15332	91.988594
2791	141.620758	124.515572
2792	140.570862	117.091255
2793	142.67395	106.290123
2794	168.596771	101.459221
2795	263.251312	105.53978
2796	254.203903	107.917671
2797	258.47467	101.844002
2798	186.763168	108.5084
2799	126.805969	125.485306
2800	127.103157	180.992188
2801	156.026917	162.90062
2802	137.233017	135.92659
2803	154.520691	104.072891
2804	122.435158	123.464966
2805	136.958878	118.905884
2806	109.591721	123.390144
2807	132.135117	113.209412
2808	96.290871	121.268532
2809	105.84951	127.731232
2810	188.066727	127.753258
2811	147.665253	127.335014
2812	215.500305	120.689499
2813	246.036484	105.610168
2814	148.561127	137.203827
2815	152.653717	122.199547
2816	157.047836	119.928146
2817	154.216888	103.067665
2818	146.049927	125.99395
2819	101.207397	109.82811
2820	111.875893	102.721634
2821	143.80806	109.464264
2822	138.234894	108.826042
2823	145.992874	103.493683
2824	100.872414	108.559372
2825	100.244087	103.69088
2826	102.016228	99.226524
2827	97.25119	99.621437
2828	98.087196	104.436073
2829	97.247414	102.625275
2830	97.326813	103.85199
2831	100.286568	95.800011
2832	93.956367	101.698372
2833	99.769661	106.21772
2834	98.855644	104.434799
2835	94.397049	107.152161
2836	122.749847	97.691185
2837	168.735474	87.862747
2838	208.688324	99.391739
2839	256.181976	105.292953
2840	201.593506	106.838898
2841	163.333328	103.892342
2842	150.62001	101.631439
2843	185.29924	96.500534
2844	115.55217	100.069435
2845	154.11319	101.421288
2846	161.014771	105.690773
2847	119.71553	102.253555
2848	144.062134	96.680733
2849	143.524002	97.542664
2850	155.799942	98.07888
2851	147.590302	96.112968
2852	158.792526	99.944511
2853	158.027176	97.02179
2854	159.227463	89.494759
2855	132.462601	94.737694
2856	146.116333	97.194374
2857	144.648499	181.952637
2858	134.714615	140.612381
2859	149.081253	129.631073
2860	135.304977	139.193161
2861	206.059067	131.654724
2862	181.560211	145.852875
2863	143.164658	120.101395
2864	141.276108	105.159111
2865	150.683853	104.44751
2866	150.958481	96.840706
2867	156.076279	99.984154
2868	157.161331	99.570854
2869	128.163391	96.294136
2870	139.394211	101.312637
2871	140.478287	98.312103
2872	126.524384	97.429909
2873	189.917267	98.476189
2874	127.955139	96.105453
2875	129.900055	95.124519
2876	156.085632	99.071312
2877	180.962708	99.650223
2878	164.803314	104.539764
2879	159.789093	87.581406
2880	188.082108	95.432587
2881	143.852753	98.198425
2882	174.005295	100.666267
2883	205.133545	156.111267
2884	202.962753	138.841431
2885	206.060715	130.990128
2886	167.470123	145.989944
2887	160.920486	136.537613
2888	144.304306	119.258469
2889	124.572525	166.703842
2890	138.389847	168.482391
2891	154.378159	177.388763
2892	151.579453	164.905609
2893	130.15683	142.6241
2894	112.031464	139.725082
2895	126.879189	179.649796
2896	99.605583	156.951385
2897	94.140259	160.010529
2898	101.956024	126.50621
2899	115.894684	160.690689
2900	122.533836	158.461365
2901	165.206985	169.028809
2902	145.53418	150.099716
2903	142.204025	144.129639
2904	155.621109	130.681992
2905	127.192863	107.354324
2906	157.849731	101.917847
2907	155.43634	114.989265
2908	118.19352	115.489967
2909	97.942467	113.4226
2910	92.7901	125.481743
2911	105.777435	126.736908
2912	103.822906	137.209503
2913	105.454376	162.817383
2914	101.116203	147.572372
2915	100.443184	143.461227
2916	104.766487	161.139267
2917	144.35199	164.319321
2918	148.805618	167.337006
2919	143.925323	151.245895
2920	152.077118	139.814682
2921	130.993561	112.084534
2922	141.367233	98.508942
2923	160.350189	97.207352
2924	156.783447	128.460388
2925	177.779739	144.9207
2926	200.384308	161.396744
2927	199.129837	158.836716
2928	168.71019	169.778946
2929	131.910721	135.646515
2930	163.677841	111.991302
2931	149.3853	152.945267
2932	141.833389	162.69249
2933	156.56398	154.641113
2934	144.341797	157.776917
2935	154.190445	124.65078
2936	124.000809	145.432877
2937	132.342545	158.977448
2938	159.775101	146.287048
2939	121.907196	155.864578
2940	154.215393	134.068695
2941	141.95874	152.968628
2942	124.749725	138.669113
2943	133.790024	118.057121
2944	164.76738	117.53833
2945	152.469208	108.502541
2946	130.964203	113.070053
2947	145.536072	115.387665
2948	122.605156	132.64949
2949	100.155998	120.850502
2950	120.304726	140.599243
2951	129.773651	151.466904
2952	160.708466	139.377945
2953	145.206116	152.049072
2954	144.818939	136.739532
2955	136.31546	113.746384
2956	119.913063	106.352013
2957	122.067917	112.782318
2958	152.175125	108.018494
2959	153.71402	108.245163
2960	133.059631	100.558472
2961	126.80175	114.233139
2962	108.347786	113.886292
2963	103.443367	103.897331
2964	197.818161	156.207352
2965	198.726608	148.774078
2966	159.468018	166.33989
2967	158.640503	147.186508
2968	148.735046	121.785606
2969	132.80632	134.584274
2970	149.787216	141.076828
2971	149.971115	131.230148
2972	159.502365	121.573898
2973	128.09407	121.640053
2974	121.732811	152.171402
2975	182.728485	132.024277
2976	183.243698	111.061607
2977	126.491623	136.026611
2978	152.84877	142.752625
2979	154.548737	129.202301
2980	142.827057	148.623444
2981	136.082657	138.218948
2982	153.432434	117.145584
2983	139.820267	156.183212
2984	126.257256	143.119049
2985	134.588867	100.500854
2986	138.565582	100.168167
2987	155.313889	90.975159
2988	115.853554	103.628281
2989	132.871796	106.239883
2990	159.69754	100.508957
2991	179.4039	94.481682
2992	201.336823	102.670052
2993	122.88372	102.294861
2994	119.680389	98.243279
2995	157.342484	94.97374
2996	105.782333	107.540329
2997	96.138832	100.103737
2998	103.898552	103.604149
2999	107.516312	100.695297
3000	103.269508	101.294411
3001	105.506798	103.254478
3002	109.527977	95.704865
3003	108.195534	102.356766
3004	169.795868	105.052376
3005	121.354095	99.741394
3006	147.498627	92.68013
3007	149.253464	99.851364
3008	157.475327	97.775734
3009	122.610619	97.288216
3010	104.983551	90.337196
3011	103.385742	102.901314
3012	101.174744	102.273285
3013	110.679184	106.242271
3014	124.278389	89.048584
3015	122.8722	99.588203
3016	155.958832	98.904999
3017	111.124687	106.014313
3018	112.048897	97.748016
3019	105.773796	104.32058
3020	105.567909	99.133713
3021	105.302933	100.603363
3022	180.332108	103.818443
3023	166.986328	125.775291
3024	116.121773	148.308517
3025	96.457123	127.342316
3026	102.034462	95.313309
3027	116.712654	105.729904
3028	137.356033	101.928619
3029	149.921997	110.763435
3030	183.924103	123.443253
3031	187.054794	149.107941
3032	171.201675	152.557938
3033	141.983185	153.740631
3034	132.810104	136.860672
3035	124.735535	128.319244
3036	111.62207	127.525398
3037	102.978249	143.768555
3038	100.873444	144.58786
3039	107.354156	142.411392
3040	98.941833	120.505722
3041	105.041031	140.557022
3042	150.744858	157.033356
3043	180.66806	149.959579
3044	179.056961	114.360374
3045	169.461349	114.636368
3046	154.930374	134.472961
3047	179.161743	147.016907
3048	191.928024	140.550598
3049	188.496078	126.186508
3050	184.838684	122.61116
3051	197.21521	147.320145
3052	191.825333	152.92128
3053	177.023315	157.590103
3054	188.576065	138.655884
3055	158.676285	134.651306
3056	141.188843	120.168106
3057	159.551956	129.799957
3058	163.820328	132.25412
3059	168.547058	134.538788
3060	159.655441	116.068352
3061	149.378311	116.680305
3062	139.641861	111.649963
3063	159.816193	115.129768
3064	139.486755	112.245079
3065	131.386612	107.557526
3066	101.05439	115.133759
3067	102.763977	135.154999
3068	110.116089	162.026932
3069	119.030441	128.960526
3070	113.355583	136.988678
3071	118.166969	116.807396
3072	125.603493	118.271469
3073	129.77095	144.953003
3074	165.177963	115.843834
3075	115.644844	115.973961
3076	118.885536	109.405731
3077	111.998711	115.602608
3078	108.156197	89.162209
3079	111.188316	114.461647
3080	116.014854	114.401901
3081	155.787796	118.367516
3082	139.128525	103.628311
3083	156.623169	113.443306
3084	117.207336	118.080849
3085	138.288895	120.444901
3086	107.145523	136.103958
3087	110.330223	128.748001
3088	102.264114	101.650154
3089	101.671227	100.723953
3090	93.308723	91.412483
3091	99.672928	105.320251
3092	107.054665	104.942963
3093	131.397202	133.946991
3094	151.59816	111.547859
3095	162.323456	93.554466
3096	141.682953	101.876038
3097	124.248291	92.007111
3098	116.422585	92.712036
3099	115.246216	101.990982
3100	112.156647	103.852791
3101	116.085861	102.577278
3102	117.179008	89.255325
3103	152.742599	98.539642
3104	122.611565	102.27066
3105	99.645515	99.842628
3106	100.59996	91.591537
3107	105.268143	96.01284
3108	103.509201	100.06469
3109	102.139847	83.892708
3110	97.047462	98.02816
3111	99.86132	101.270813
3112	96.653503	96.931648
3113	105.908943	103.114449
3114	103.575302	140.014557
3115	98.289528	136.700928
3116	98.710121	150.072998
3117	93.307632	125.917404
3118	97.077141	121.255295
3119	91.575294	115.36834
3120	97.324417	113.705177
3121	96.178818	124.842178
3122	104.700943	119.514145
3123	157.500458	118.045616
3124	140.159592	122.319115
3125	123.737511	110.54409
3126	103.134354	139.830063
3127	95.621819	126.904762
3128	99.555725	145.258606
3129	95.353294	144.896042
3130	91.218918	141.798737
3131	98.883347	127.459953
3132	92.959892	138.177856
3133	94.537186	145.54187
3134	93.616066	138.989746
3135	89.254448	149.962738
3136	96.529762	143.339874
3137	92.678818	111.638298
3138	94.425369	122.928291
3139	89.119202	127.67495
3140	90.660698	113.896652
3141	92.168022	104.794067
3142	95.533585	116.976143
3143	93.880402	136.771576
3144	93.648643	135.916412
3145	91.704208	124.748329
3146	94.263367	101.143547
3147	94.169167	102.945518
3148	94.470963	97.726387
3149	113.414703	96.101517
3150	115.886597	95.398918
3151	124.069672	131.528748
3152	103.241646	114.569557
3153	102.8927	131.728897
3154	103.139839	126.978485
3155	96.098518	122.03289
3156	149.500839	146.091019
3157	154.133713	154.578354
3158	97.239975	144.827316
3159	94.768196	120.415382
3160	97.806572	117.168411
3161	93.180046	142.164856
3162	87.200302	149.534958
3163	152.36702	143.653397
3164	157.707581	120.105003
3165	137.765244	97.731163
3166	112.402023	97.821144
3167	107.625114	97.248825
3168	110.39476	91.407677
3169	143.514236	94.979385
3170	159.354263	102.966995
3171	153.71077	90.192474
3172	150.253036	142.810455
3173	156.14447	138.378372
3174	158.684464	133.733246
3175	112.227776	127.000443
3176	108.911102	114.451187
3177	105.437576	124.621292
3178	105.963928	136.367264
3179	110.136406	111.766029
3180	113.528328	106.881981
3181	121.827347	91.019676
3182	141.223007	107.100929
3183	128.944275	107.894806
3184	96.223106	109.375381
3185	103.784241	107.991234
3186	96.825806	114.254692
3187	98.16938	112.273285
3188	86.640381	114.960709
3189	97.579536	139.01532
3190	99.305611	131.510147
3191	97.142311	146.3815
3192	95.791885	148.384995
3193	96.842911	145.441818
3194	105.890427	118.584747
3195	100.791695	137.505768
3196	105.08297	141.723099
3197	106.192741	140.945801
3198	105.211113	138.650375
3199	96.259712	118.644585
3200	103.517952	136.759369
3201	137.912292	146.687576
3202	154.345413	130.98671
3203	139.313599	117.894814
3204	120.167931	136.443344
3205	143.302719	115.722656
3206	153.589828	147.079086
3207	103.293381	147.957993
3208	89.415848	139.667969
3209	95.820663	116.475601
3210	119.736847	122.689209
3211	126.782494	155.441818
3212	93.317314	145.458527
3213	97.513748	99.119217
3214	134.233139	94.174477
3215	117.969879	102.316444
3216	107.068535	93.524063
3217	100.331337	99.011116
3218	96.416679	78.914619
3219	93.768929	98.012672
3220	107.421204	108.672165
3221	125.195816	121.419617
3222	122.200836	141.195801
3223	121.579979	136.784409
3224	148.301636	145.630127
3225	155.363373	126.735519
3226	140.291504	139.061523
3227	136.260208	121.082588
3228	178.891235	144.758087
3229	184.14212	143.99913
3230	146.743195	111.487373
3231	158.069382	147.745346
3232	160.251556	121.878723
3233	146.549973	140.896912
3234	147.401047	142.999924
3235	145.546356	138.196686
3236	137.399017	117.036736
3237	128.988785	134.994431
3238	133.722	136.020874
3239	120.474312	120.809776
3240	138.030746	105.553299
3241	136.205185	99.877754
3242	134.744522	106.802368
3243	134.614838	107.750221
3244	126.719818	107.277168
3245	124.007774	99.439781
3246	152.848557	99.533813
3247	141.394699	104.198418
3248	143.166489	107.510971
3249	148.404022	104.327614
3250	114.654266	112.667007
3251	93.224678	114.663635
3252	111.009171	110.903465
3253	177.358856	122.574745
3254	165.742645	120.56781
3255	135.764847	112.36412
3256	118.321144	100.386627
3257	105.075401	113.443657
3258	117.515404	106.351707
3259	130.420609	109.119537
3260	139.602646	109.707886
3261	148.715195	118.170341
3262	177.365509	128.062485
3263	164.982147	129.735123
3264	131.694611	105.788208
3265	115.818481	119.002121
3266	154.240906	123.486549
3267	186.9133	135.753815
3268	185.63118	140.820755
3269	146.022415	143.579391
3270	187.227325	111.5205
3271	143.568893	88.348961
3272	209.49968	91.864716
3273	221.461227	90.043938
3274	221.172775	100.720657
3275	204.641876	101.496574
3276	192.302124	125.225204
3277	184.725021	128.70636
3278	141.941864	129.248886
3279	227.448502	155.686523
3280	219.611298	136.142624
3281	236.632431	137.526276
3282	199.990051	144.567917
3283	167.55542	106.381279
3284	154.991348	99.099548
