#MPI_Ssend		
#size[kB]	bandwidth[Mb/s]	bandwidth[Mb/s]
3285	222.211685	123.068962
3286	228.803406	133.120331
3287	209.203964	148.006424
3288	185.550293	106.660835
3289	130.071762	132.873108
3290	114.607628	131.582184
3291	133.034256	135.944611
3292	164.472351	113.968719
3293	111.102348	98.739082
3294	155.877686	90.895439
3295	228.06456	91.207268
3296	218.876404	94.641197
3297	228.638153	143.889526
3298	225.183929	149.513428
3299	197.118576	118.423241
3300	191.591049	126.642387
3301	169.775345	107.814827
3302	100.87545	93.869499
3303	130.76384	121.13942
3304	107.297714	138.306107
3305	170.649567	107.045921
3306	149.566544	138.740265
3307	151.477295	135.459137
3308	153.338699	141.036804
3309	164.063828	120.926506
3310	139.833969	103.112961
3311	123.546204	124.650597
3312	84.51149	104.632904
3313	95.169762	106.654289
3314	104.416016	94.59462
3315	99.542969	95.176353
3316	93.520546	121.87709
3317	88.735474	134.54155
3318	105.134796	123.711868
3319	98.242935	135.797379
3320	127.48378	143.044128
3321	170.844543	115.73806
3322	182.27713	126.753563
3323	191.856155	127.155273
3324	153.022751	128.943481
3325	101.886185	130.267899
3326	96.526375	125.187973
3327	140.300659	133.140091
3328	188.403793	133.561935
3329	166.274857	134.973526
3330	108.153549	139.471451
3331	97.664833	122.089149
3332	91.869644	109.05719
3333	114.853752	130.085083
3334	106.88559	115.364059
3335	105.930107	127.385727
3336	126.015244	126.193489
3337	224.739304	112.466331
3338	217.863144	93.439392
3339	220.431183	106.182892
3340	177.345062	95.951553
3341	170.346176	88.706459
3342	176.822464	101.448303
3343	147.478195	102.501823
3344	101.105087	112.1661
3345	92.515587	92.528877
3346	94.525787	94.629753
3347	95.351608	97.436699
3348	95.407898	86.47303
3349	98.252083	98.885796
3350	91.041832	141.462952
3351	98.370499	103.985229
3352	100.006233	118.792519
3353	90.566589	128.325043
3354	89.980049	135.581512
3355	149.183594	136.865143
3356	148.908112	135.285294
3357	172.905731	130.763382
3358	165.628677	135.869797
3359	165.671616	124.320473
3360	171.491638	133.001297
3361	152.327042	112.776138
3362	128.685638	122.914688
3363	140.960724	128.600418
3364	117.846863	123.282112
3365	94.482109	124.044083
3366	153.639908	124.295975
3367	123.799141	127.008133
3368	124.990059	100.756287
3369	138.339355	96.706429
3370	150.01329	106.750381
3371	141.469925	135.742554
3372	134.462616	129.186279
3373	134.011185	123.072029
3374	124.309517	115.128304
3375	114.372147	144.71283
3376	102.68589	103.843376
3377	91.423363	131.08844
3378	73.355331	140.782883
3379	78.104713	119.767662
3380	79.547218	127.776512
3381	82.394897	137.519913
3382	111.185257	137.810333
3383	151.92894	135.87645
3384	184.82576	123.500595
3385	181.274292	116.733116
3386	182.951263	136.983932
3387	182.448898	132.337067
3388	155.738113	115.179642
3389	137.812256	135.133987
3390	131.524216	140.946045
3391	177.544571	136.759598
3392	180.664368	131.202179
3393	167.949341	125.954079
3394	133.539459	134.460831
3395	184.177292	101.176422
3396	183.914825	120.811256
3397	158.10939	141.589615
3398	117.177658	136.415665
3399	149.649933	120.328453
3400	175.50325	110.45636
3401	178.643982	126.740685
3402	154.990417	129.200211
3403	126.977089	118.947617
3404	146.889282	101.320473
3405	173.647247	90.354637
3406	117.377937	93.208908
3407	83.315887	86.111038
3408	109.005356	90.179871
3409	132.097153	94.73587
3410	136.317505	103.485001
3411	146.322083	90.194
3412	178.21257	101.502098
3413	105.476883	121.603462
3414	141.362701	169.819336
3415	144.335281	159.625519
3416	139.241791	161.335205
3417	143.757172	181.825256
3418	142.1315	154.95462
3419	145.684753	176.628586
3420	148.207962	170.717987
3421	139.860657	191.893021
3422	153.24472	152.635315
3423	150.899277	184.681107
3424	142.396103	185.321655
3425	114.142525	203.285034
3426	124.817055	199.619202
3427	143.195206	188.421036
3428	150.757111	139.695297
3429	132.056549	136.254898
3430	138.50798	133.535202
3431	140.417908	137.298767
3432	148.840469	134.879929
3433	137.412903	119.82579
3434	119.90406	138.090332
3435	142.866592	127.637695
3436	180.356918	134.275742
3437	152.892578	132.28891
3438	140.867111	111.525169
3439	146.214325	130.575607
3440	165.456436	125.689728
3441	185.545059	138.354187
3442	277.836548	163.539352
3443	281.314728	151.594727
3444	229.230286	186.829834
3445	219.405945	161.645859
3446	202.469086	127.928749
3447	262.045929	137.312653
3448	237.567123	184.546509
3449	230.848999	175.832687
3450	227.850067	180.041931
3451	218.440109	154.350174
3452	230.289398	155.709579
3453	237.78952	181.635681
3454	214.443405	189.931244
3455	197.807785	157.668381
3456	209.978729	174.342072
3457	220.278809	204.020721
3458	272.401611	198.308853
3459	267.745758	180.599991
3460	265.350586	173.182648
3461	260.40741	167.821167
3462	265.091919	134.066238
3463	240.093994	141.342758
3464	259.088379	126.570869
3465	259.837128	116.412727
3466	259.348694	126.405464
3467	273.491333	108.43634
3468	263.630432	131.853287
3469	275.159027	130.350891
3470	252.258423	122.359703
3471	183.940536	132.972519
3472	169.953506	210.052597
3473	145.637512	169.474701
3474	141.849457	169.268066
3475	140.672455	148.482239
3476	191.333542	144.776443
3477	199.298492	175.368607
3478	218.686829	178.16185
3479	270.205414	161.965927
3480	260.473511	206.648911
3481	263.291992	201.571823
3482	247.787613	172.747726
3483	260.931488	185.601501
3484	218.903397	208.197693
3485	199.698929	161.362595
3486	267.641724	183.502243
3487	267.253754	197.694397
3488	255.413071	219.241226
3489	260.903473	190.588242
3490	261.703003	182.495529
3491	257.746002	160.840576
3492	265.281982	169.6586
3493	264.600861	183.700256
3494	256.969482	201.714569
3495	272.860596	210.860443
3496	276.863617	194.965118
3497	234.330612	187.788116
3498	215.347336	186.292633
3499	231.781204	176.284866
3500	225.773026	162.732574
3501	207.239334	134.24646
3502	197.076324	123.48291
3503	222.495331	219.738007
3504	230.118515	170.415817
3505	241.406601	159.425751
3506	202.061981	192.403015
3507	175.317932	175.956879
3508	114.505905	191.053024
3509	135.918716	172.829147
3510	141.762558	196.578018
3511	153.13324	164.300415
3512	167.012497	191.593338
3513	184.793381	209.884415
3514	269.777222	210.839767
3515	261.93692	192.268845
3516	258.317871	199.904984
3517	257.72937	175.009872
3518	256.237915	192.286362
3519	237.594543	187.10257
3520	232.684021	169.583145
3521	246.015381	218.006104
3522	238.406021	196.18895
3523	236.205505	180.371567
3524	211.564667	182.893921
3525	196.744446	202.570053
3526	185.103287	177.992584
3527	212.382996	158.320587
3528	261.869232	180.577164
3529	205.93248	173.312439
3530	177.646362	190.4086
3531	147.361099	196.107315
3532	145.33461	178.034134
3533	141.579346	199.03215
3534	140.703659	155.091415
3535	135.858734	150.138611
3536	172.237854	150.479233
3537	212.010345	154.402588
3538	166.637863	118.321472
3539	151.577194	138.388474
3540	143.461777	146.371613
3541	134.774078	148.537918
3542	135.450653	154.124222
3543	165.885208	154.873093
3544	152.951324	136.36937
3545	166.165009	158.347473
3546	149.689453	159.134949
3547	150.139206	172.124054
3548	137.341202	172.757065
3549	164.307495	182.562958
3550	148.752838	159.274994
3551	161.945984	207.216293
3552	158.71666	203.011627
3553	162.25798	199.442535
3554	166.575729	201.145523
3555	152.29039	181.141785
3556	167.162262	140.875565
3557	159.820374	178.884552
3558	160.366287	146.538452
3559	169.86618	155.494324
3560	159.594604	171.202896
3561	171.511185	191.195526
3562	143.971329	183.546005
3563	136.380997	168.387695
3564	169.030685	165.461899
3565	137.250977	182.056992
3566	168.794128	201.521591
3567	188.92836	179.922501
3568	183.745834	184.980942
3569	199.914032	167.815125
3570	244.294998	162.869064
3571	245.303894	145.827087
3572	267.363647	162.428665
3573	230.100052	141.293839
3574	209.283295	142.296341
3575	205.32045	134.148727
3576	123.811378	151.706787
3577	160.490768	139.220764
3578	159.542099	143.255432
3579	202.053818	165.450562
3580	212.118912	144.343613
3581	221.437988	152.859634
3582	131.318222	154.733536
3583	139.437195	162.45108
3584	110.756966	140.399399
3585	133.501999	142.912277
3586	125.023033	136.788147
3587	146.422775	164.969574
3588	124.833405	202.915375
3589	110.308746	180.033722
3590	106.074203	180.288986
3591	115.219978	203.443176
3592	152.905823	155.787872
3593	139.328873	162.730286
3594	112.620537	167.863052
3595	143.225952	180.63588
3596	163.932053	140.333405
3597	151.426498	168.016373
3598	160.798187	176.51207
3599	170.97966	160.439896
3600	163.774033	132.929214
3601	142.549637	110.556618
3602	169.993988	120.206589
3603	163.902817	125.92572
3604	147.988144	116.737175
3605	146.945892	162.598679
3606	149.599823	142.684143
3607	147.411407	116.272148
3608	125.346039	113.66993
3609	113.729919	133.4953
3610	111.81646	121.66188
3611	107.816696	125.197777
3612	111.688805	126.827301
3613	167.83728	120.301102
3614	183.184982	159.335876
3615	158.365036	170.634644
3616	155.273712	155.797195
3617	145.67627	140.069794
3618	131.023376	120.857246
3619	154.423126	152.358856
3620	144.96196	159.603271
3621	155.328049	134.714127
3622	193.700867	131.806824
3623	197.080139	120.846451
3624	206.522614	116.521431
3625	227.814499	116.203575
3626	259.074768	117.901398
3627	212.93869	104.723
3628	150.692322	119.989517
3629	123.149315	152.274841
3630	138.779526	180.844986
3631	143.523499	167.584549
3632	195.210571	173.309128
3633	245.537415	202.508072
3634	248.394028	156.987442
3635	215.100098	202.21431
3636	178.504089	186.043076
3637	194.661423	195.99379
3638	187.185333	196.780228
3639	178.092438	188.910919
3640	170.483017	176.592972
3641	164.593445	170.928528
3642	221.963272	167.28244
3643	171.25296	174.022797
3644	141.094498	131.675552
3645	168.925751	130.000565
3646	192.241638	119.127937
3647	157.446213	199.393829
3648	158.367203	187.976959
3649	156.277191	176.124878
3650	156.313156	199.596298
3651	148.19809	191.360931
3652	140.785538	162.321884
3653	161.155823	195.023468
3654	169.595306	175.054703
3655	145.615021	187.003723
3656	168.731827	196.574783
3657	173.043671	186.402847
3658	151.997345	145.310303
3659	153.852081	145.502747
3660	140.816803	189.653
3661	143.462997	161.57666
3662	148.091934	209.130676
3663	159.804398	200.442474
3664	130.775818	185.77002
3665	147.179474	195.801544
3666	127.061188	179.862518
3667	140.514572	149.979294
3668	155.723236	185.677811
3669	184.828812	135.467438
3670	163.148773	158.252625
3671	152.003677	178.358826
3672	165.459122	124.230354
3673	149.607895	126.528397
3674	111.303131	189.996307
3675	149.128815	206.756775
3676	173.4245	192.651352
3677	158.913971	191.4142
3678	174.959412	155.34581
3679	147.47139	164.11438
3680	106.445534	164.978745
3681	104.040428	193.131378
3682	118.485382	209.294785
3683	142.031326	197.788315
3684	159.033432	173.277267
3685	171.378922	177.444199
3686	147.985138	178.227707
3687	148.448074	163.371658
3688	163.762604	182.376511
3689	157.547256	161.13826
3690	149.230896	108.944023
3691	169.182205	124.661293
3692	169.984161	122.576401
3693	155.953033	129.359009
3694	151.806107	115.959167
3695	139.431641	113.496262
3696	146.757767	111.554237
3697	146.053116	187.629562
3698	124.117996	145.823853
3699	131.677719	146.122437
3700	157.351776	138.787216
3701	154.757736	145.57338
3702	153.567688	179.750656
3703	169.703979	174.413483
3704	145.891434	182.491364
3705	143.658569	161.0215
3706	151.997894	158.248825
3707	159.38121	177.04834
3708	154.491745	176.924179
3709	166.971039	175.976532
3710	147.787201	184.347992
3711	149.166077	170.978958
3712	145.067062	148.547577
3713	170.529877	144.899734
3714	161.300079	146.489822
3715	138.377411	117.00029
3716	153.442474	149.288254
3717	160.450867	148.085388
3718	154.718277	134.118378
3719	157.137863	158.597076
3720	173.623169	149.351517
3721	164.163513	182.238129
3722	145.03891	182.839508
3723	137.931732	187.070541
3724	125.839958	180.948471
3725	152.268692	184.22644
3726	151.202484	152.450912
3727	145.28125	173.094559
3728	130.263245	145.018219
3729	134.363434	149.755249
3730	138.740967	152.203568
3731	137.583969	131.176788
3732	162.28302	129.163254
3733	178.360825	153.613663
3734	176.275604	153.152878
3735	140.852264	143.555984
3736	141.668884	145.840393
3737	141.371704	146.646622
3738	145.829742	153.959244
3739	125.813629	151.95343
3740	137.966721	136.446838
3741	137.557739	130.67131
3742	131.290482	143.318085
3743	109.843643	133.156204
3744	114.725929	167.434784
3745	126.473022	188.964951
3746	121.934845	174.334824
3747	115.299683	164.066238
3748	106.602142	192.771545
3749	104.718094	167.661087
3750	109.390503	193.4021
3751	114.015816	175.994354
3752	110.333229	175.653931
3753	97.679497	181.886749
3754	103.107666	145.188965
3755	112.746429	134.688278
3756	110.032784	140.983109
3757	106.769035	157.722183
3758	131.755325	140.120026
3759	142.552734	138.053635
3760	144.330627	135.128281
3761	147.170303	198.673904
3762	164.605316	183.513184
3763	169.928207	189.210678
3764	183.740402	197.710464
3765	199.334122	163.386383
3766	160.461838	155.15274
3767	139.175491	152.134354
3768	133.989685	149.099335
3769	131.237488	149.55928
3770	158.76796	156.15181
3771	256.773224	151.494522
3772	205.927673	163.013794
3773	202.021835	170.817581
3774	134.163147	169.536438
3775	135.956177	182.99765
3776	133.092667	155.336533
3777	133.564651	135.396103
3778	133.15007	112.794075
3779	123.750877	182.289612
3780	145.940933	179.463104
3781	245.269287	194.660522
3782	217.165756	159.416885
3783	195.674576	136.05629
3784	192.03392	157.178345
3785	200.914154	119.588814
3786	203.308441	114.862129
3787	242.613785	117.321182
3788	229.64415	118.962669
3789	254.703278	155.811157
3790	238.82515	180.738617
3791	243.26088	176.294586
3792	246.361465	165.523926
3793	235.513	136.567459
3794	244.935913	155.613235
3795	233.408981	195.166626
3796	235.941574	176.258759
3797	239.466522	179.223083
3798	241.859192	181.402573
3799	249.036514	168.274719
3800	240.850037	146.732422
3801	251.946274	173.644287
3802	242.159409	172.36322
3803	189.118958	173.955399
3804	219.333664	175.67627
3805	241.832169	179.838318
3806	237.419708	156.733063
3807	237.819183	172.466965
3808	209.440567	170.513596
3809	196.789917	151.165298
3810	244.323288	140.996445
3811	215.633392	132.225037
3812	201.589996	141.673431
3813	135.577133	147.220673
3814	205.849228	127.948212
3815	200.895035	121.803825
3816	246.772568	121.104401
3817	219.107239	105.803047
3818	226.110779	132.598495
3819	190.980057	167.34584
3820	160.593857	138.602325
3821	135.131058	137.488251
3822	143.969284	191.368362
3823	247.699448	141.628281
3824	233.413208	182.343307
3825	247.718643	179.664703
3826	253.306381	138.543045
3827	232.223297	152.685455
3828	227.606339	165.680847
3829	226.568039	173.598648
3830	236.025894	162.777344
3831	232.429688	179.788208
3832	244.771713	191.821274
3833	231.336166	186.970581
3834	212.921127	162.020981
3835	191.140198	184.212173
3836	230.274704	149.756927
3837	239.028625	171.99675
3838	228.515289	180.132294
3839	241.960876	174.635056
3840	233.827972	143.244415
3841	231.429184	180.172058
3842	240.709396	167.455078
3843	198.340378	180.306534
3844	213.156479	165.156174
3845	172.597549	149.992569
3846	232.760529	145.86879
3847	235.068024	121.543953
3848	232.181519	150.325119
3849	233.494904	201.233093
3850	236.205658	170.097992
3851	210.119415	166.252777
3852	203.138962	125.909088
3853	184.522263	130.878235
3854	168.719772	147.470871
3855	162.243164	179.299789
3856	161.78421	168.799896
3857	156.747772	180.492844
3858	161.245499	155.009964
3859	132.48436	140.785065
3860	120.051636	112.456688
3861	131.143265	123.493729
3862	189.015411	119.296844
3863	223.859482	153.922806
3864	241.469315	149.372726
3865	223.81871	122.361038
3866	230.241684	190.460266
3867	226.007217	175.795181
3868	238.840103	157.041367
3869	236.611572	113.842903
3870	230.130508	167.822586
3871	167.696274	175.20726
3872	158.008499	164.415863
3873	162.88765	162.717972
3874	190.418106	181.987778
3875	229.851959	147.199295
3876	170.141113	144.313126
3877	119.637589	167.990631
3878	161.314651	173.740036
3879	197.705582	184.433823
3880	189.611633	180.532364
3881	198.584061	168.86293
3882	228.118515	185.453995
3883	216.668365	149.861328
3884	182.336166	133.164658
3885	161.732819	127.163368
3886	171.863449	117.538704
3887	217.09761	106.634399
3888	232.538406	106.422745
3889	233.725372	139.181503
3890	232.04953	184.757156
3891	219.498093	187.45462
3892	155.200882	151.152145
3893	167.190842	182.710175
3894	162.164597	149.042709
3895	162.385742	173.852203
3896	137.310959	136.168365
3897	174.927933	195.909805
3898	158.274796	167.352448
3899	154.748459	172.148163
3900	144.398331	187.086823
3901	139.669647	164.744247
3902	122.925049	188.838303
3903	130.020859	184.383957
3904	121.328117	170.656082
3905	153.485779	157.471619
3906	145.427826	189.646774
3907	150.433365	177.751297
3908	167.125214	189.267136
3909	165.041061	178.312378
3910	157.01918	141.044205
3911	135.748093	173.180862
3912	146.332291	174.825134
3913	119.131279	167.568069
3914	137.674911	138.203125
3915	161.417862	120.314171
3916	175.272873	136.75798
3917	145.556961	144.891357
3918	142.154984	179.559723
3919	151.171906	182.644241
3920	153.0289	155.658646
3921	152.68512	133.511765
3922	144.556152	99.166382
3923	149.742355	117.199638
3924	139.978577	188.213562
3925	137.297592	157.051208
3926	139.151764	159.583527
3927	122.926041	124.751488
3928	135.384415	146.018478
3929	146.369751	162.425049
3930	143.941864	158.055313
3931	186.772842	177.500427
3932	186.843765	138.284622
3933	220.469421	156.063721
3934	197.989395	127.423843
3935	191.881927	132.113892
3936	176.791626	111.730309
3937	222.641037	111.419991
3938	230.931442	95.132095
3939	184.66748	104.587601
3940	228.710617	100.713432
3941	228.564957	126.733078
3942	184.163849	118.576492
3943	228.280548	142.560547
3944	220.189194	156.564056
3945	234.908554	156.857544
3946	231.921707	174.769043
3947	227.938293	168.508621
3948	146.05336	139.648483
3949	149.331711	165.433838
3950	130.770874	166.081619
3951	118.804886	166.501923
3952	125.361816	155.263504
3953	138.660919	148.954712
3954	152.086899	166.205093
3955	147.253754	177.625015
3956	166.567795	131.025986
3957	137.936218	158.40773
3958	139.004486	135.069641
3959	160.031357	115.423462
3960	137.755508	189.726242
3961	154.734116	181.402664
3962	135.388519	190.868378
3963	129.691589	157.1539
3964	117.42189	163.816559
3965	124.593292	161.944656
3966	119.651413	156.61615
3967	130.370239	129.360901
3968	130.917252	128.032135
3969	110.663963	183.683868
3970	113.400215	176.704956
3971	120.121559	129.262222
3972	126.134003	140.283478
3973	143.018021	138.734543
3974	137.429169	158.267853
3975	146.289154	134.856522
3976	158.154922	147.237473
3977	220.151627	181.896317
3978	227.114594	147.250717
3979	228.338486	138.21701
3980	216.975052	157.587067
3981	175.499405	165.089706
3982	147.710236	127.691132
3983	144.567429	144.591721
3984	123.544289	136.713348
3985	121.841461	109.100197
3986	122.049622	103.232719
3987	115.129768	99.915436
3988	136.803314	104.150513
3989	136.578903	160.303925
3990	151.568573	164.970947
3991	154.555923	132.265488
3992	143.82901	146.624374
3993	146.631363	158.176544
3994	151.949432	152.050171
3995	150.234467	153.509659
3996	151.257629	131.828262
3997	152.872452	112.785011
3998	153.511688	147.153519
3999	150.558777	152.368469
4000	126.788101	176.097061
4001	143.161911	132.204315
4002	134.402023	130.257538
4003	126.060646	146.804062
4004	136.427521	132.444824
4005	142.966171	167.570816
4006	181.222595	162.906555
4007	181.897995	161.326126
4008	147.056656	150.567017
4009	120.696968	151.41481
4010	152.333405	145.899689
4011	151.74823	133.566193
4012	152.104202	129.560547
4013	122.42881	131.229523
4014	171.403519	172.713409
4015	147.530457	151.326859
4016	151.636032	133.327362
4017	192.569305	142.223969
4018	261.718506	122.054504
4019	306.93689	120.433487
4020	205.05983	132.231613
4021	156.861206	135.497253
4022	205.754425	137.855682
4023	303.261261	133.146057
4024	301.989105	121.111565
4025	306.660309	132.466995
4026	146.192413	136.266693
4027	186.004089	136.373352
4028	308.857788	146.876801
4029	302.351288	161.46315
4030	313.68985	165.410263
4031	296.481934	175.050491
4032	306.357056	153.191269
4033	314.772186	122.872017
4034	301.043793	149.590622
4035	306.63562	170.964676
4036	307.562317	178.156647
4037	308.260223	165.925827
4038	300.758575	144.295181
4039	308.173584	161.898712
4040	247.775345	136.64003
4041	132.049789	154.679321
4042	310.863037	164.027252
4043	212.603149	151.109329
4044	172.08522	171.124481
4045	213.384613	164.628662
4046	201.69577	137.17186
4047	179.084763	161.040894
4048	162.691238	153.913345
4049	197.737854	174.672867
4050	169.203278	176.9841
4051	150.400787	145.262497
4052	151.650711	169.100616
4053	158.784332	149.626968
4054	222.997787	156.607605
4055	159.194138	151.967331
4056	168.897095	145.308167
4057	237.305695	142.644485
4058	199.429611	167.003769
4059	315.294525	168.451614
4060	306.66983	163.471466
4061	163.526276	150.149017
4062	285.784637	128.565079
4063	311.035919	145.524384
4064	300.947662	145.270996
4065	311.076874	177.421402
4066	209.706284	111.465782
4067	163.404037	103.681595
4068	199.78775	96.385078
4069	161.030533	103.236305
4070	114.775139	109.695267
4071	108.514893	110.776306
4072	139.285721	142.02153
4073	155.697723	133.829407
4074	123.414696	162.98291
4075	138.685165	168.612778
4076	155.003937	111.149055
4077	153.272858	128.137161
4078	156.467026	148.690033
4079	156.106049	151.442902
4080	131.959381	117.462212
4081	157.464752	105.919006
4082	106.869011	105.505836
4083	267.598846	115.725327
4084	309.86261	136.349579
4085	297.953857	155.403809
4086	302.136475	139.936951
4087	305.669128	169.044556
4088	301.521545	145.592712
4089	311.118134	164.80777
4090	302.42868	164.506454
4091	209.206039	167.050171
4092	204.055099	159.306686
4093	161.361206	123.518776
4094	159.598785	142.429901
4095	199.374512	168.760757
4096	304.223022	143.387161
4097	299.847748	109.577339
4098	163.492889	128.156631
4099	161.533966	151.668869
4100	150.186249	125.640358
4101	155.545792	109.559769
4102	153.945969	160.961868
4103	124.378311	156.379517
4104	278.435303	147.339157
4105	308.088135	137.648651
4106	293.47345	135.435776
4107	304.757141	122.455978
4108	302.579773	163.836395
4109	305.044464	132.764435
4110	309.805939	116.820572
4111	304.538086	100.524101
4112	299.930847	125.985435
4113	160.965805	128.590897
4114	154.740677	127.122559
4115	169.804459	130.268967
4116	266.212463	126.27916
4117	305.401764	127.125595
4118	287.619934	106.980186
4119	309.38205	124.572159
4120	304.641205	171.541351
4121	159.706497	155.273499
4122	127.986717	121.637665
4123	154.373398	169.224442
4124	110.163086	153.977051
4125	164.770126	135.31044
4126	156.241821	117.059517
4127	199.659592	109.527405
4128	148.799286	107.607132
4129	152.749893	101.771324
4130	150.631363	105.193527
4131	148.890396	104.559311
4132	151.225037	103.426918
4133	151.297394	108.842636
4134	151.915665	127.019005
4135	152.22496	136.09259
4136	152.101929	156.37587
4137	153.939117	150.246307
4138	153.128479	158.439667
4139	151.397324	153.570084
4140	151.336823	159.960953
4141	156.324158	142.905411
4142	151.95784	155.054077
4143	123.853745	165.532013
4144	104.788574	132.321976
4145	116.03624	156.875366
4146	147.154816	137.777847
4147	150.092743	127.360725
4148	150.527298	129.128662
4149	149.587219	137.912521
4150	148.761093	131.814438
4151	107.249397	124.35379
4152	148.691483	131.374115
4153	150.761383	134.043304
4154	155.781143	118.593506
4155	197.19249	134.824707
4156	195.526917	120.579987
4157	143.963608	131.757965
4158	166.352341	125.844345
4159	153.017517	121.051842
4160	148.812027	135.827606
4161	154.804993	127.997948
4162	133.036423	166.445419
4163	153.830505	163.785065
4164	150.290314	149.757523
4165	154.284317	157.793457
4166	152.511963	125.195442
4167	124.666946	104.626862
4168	284.295746	105.396568
4169	303.456787	102.004257
4170	302.181122	93.712257
4171	177.31012	101.112854
4172	264.30719	145.823593
4173	303.200409	142.240189
4174	299.819885	133.807266
4175	290.218811	88.912598
4176	156.314392	112.592003
4177	152.266068	114.909332
4178	155.076004	116.089073
4179	151.93988	140.915497
4180	133.35376	140.947754
4181	122.653694	107.17379
4182	146.750198	105.020477
4183	158.551743	88.278
4184	161.321472	118.55349
4185	123.837654	152.237396
4186	189.695663	162.912247
4187	136.785355	154.421997
4188	136.469864	171.54126
4189	167.673401	130.21022
4190	144.025772	158.915558
4191	124.552963	175.391342
4192	180.885452	156.056458
4193	166.9776	152.731262
4194	202.899918	153.122955
4195	145.277847	142.349777
4196	149.82901	113.708069
4197	155.693237	134.910904
4198	158.587265	149.808548
4199	272.860596	135.964706
4200	298.696777	157.270432
4201	298.282562	160.045181
4202	298.013947	171.630325
4203	301.795715	160.428391
4204	200.615417	173.993561
4205	136.933105	140.812302
4206	153.052353	157.370667
4207	153.664673	148.531601
4208	107.877769	148.371811
4209	152.68428	125.457909
4210	149.685516	140.537003
4211	148.846878	175.483246
4212	127.840675	147.533966
4213	154.048798	136.652603
4214	145.922333	118.335495
4215	118.513924	137.978577
4216	178.6866	173.19838
4217	247.766205	124.371162
4218	298.414154	117.936211
4219	291.041473	155.801178
4220	294.92749	122.26416
4221	287.037811	125.695236
4222	299.233002	98.763611
4223	230.649368	123.57309
4224	152.805054	121.305489
4225	156.670486	125.075043
4226	152.385071	95.632828
4227	145.695312	162.986862
4228	146.737045	145.400604
4229	150.150436	133.15863
4230	145.540237	135.865173
4231	120.475044	125.615105
4232	136.288269	105.916504
4233	196.605194	130.021469
4234	146.25148	157.455811
4235	147.669601	144.885788
4236	148.700562	164.564301
4237	149.684647	149.907059
4238	146.777161	107.273537
4239	120.205299	135.535126
4240	132.097763	133.601669
4241	150.320282	126.446815
4242	131.573105	143.349121
4243	144.596954	127.074661
4244	160.873505	128.572327
4245	184.410004	114.269241
4246	148.798157	118.853951
4247	150.615753	125.127884
4248	152.9841	135.598938
4249	149.831223	140.243607
4250	148.387482	166.582672
4251	150.305328	131.32753
4252	149.267334	158.180573
4253	106.747223	141.975861
4254	153.622803	150.840057
4255	102.080528	141.240906
4256	101.842339	121.605484
4257	125.333351	160.202438
4258	117.727203	143.49054
4259	106.185013	157.669266
4260	148.675659	149.534683
4261	145.48761	114.127579
4262	145.903107	152.121857
4263	149.615158	141.564117
4264	152.365005	129.31134
4265	144.789566	126.521812
4266	152.589645	131.384918
4267	294.014984	138.949402
4268	285.392334	148.810898
4269	196.545654	161.505585
4270	250.182907	151.697327
4271	297.728882	136.677826
4272	293.081238	143.726135
4273	294.985321	131.481857
4274	289.778442	163.741425
4275	294.681183	149.481323
4276	153.90889	155.652008
4277	291.262756	145.547424
4278	298.559662	128.900635
4279	155.614761	150.105957
4280	156.251801	136.279251
4281	279.940552	132.496185
4282	295.176819	119.68914
4283	282.699341	164.691772
4284	294.155457	161.213272
4285	279.773224	163.94046
4286	293.755798	135.344772
4287	290.987183	107.040726
4288	295.573608	122.040123
4289	157.015137	124.560547
4290	131.068054	128.276871
4291	150.26857	121.63044
4292	146.954056	124.17482
4293	146.151276	104.908806
4294	145.013397	121.587204
4295	148.147568	122.018379
4296	145.622665	143.413635
4297	146.542664	168.45372
4298	142.947296	154.409988
4299	147.180573	148.860153
4300	123.217735	151.791687
4301	164.030624	160.191269
4302	293.397217	132.806519
4303	145.474106	139.450348
4304	146.009964	159.51062
4305	149.102982	152.506424
4306	149.410706	138.279556
4307	120.941841	153.976761
4308	146.783066	152.653366
4309	221.497482	136.97644
4310	185.645859	135.360611
4311	178.857666	139.108215
4312	202.74263	154.870377
4313	287.937347	129.570206
4314	289.890869	139.351898
4315	288.209381	148.626801
4316	289.593872	149.256516
4317	278.477814	149.869965
4318	293.665314	132.989807
4319	285.819458	141.8181
4320	289.783691	154.290909
4321	179.627197	151.419128
4322	243.410522	156.054565
4323	290.165344	161.210022
4324	193.967133	137.914154
4325	201.183517	147.527161
4326	145.267029	145.701202
4327	156.953506	161.786148
4328	117.173523	146.878738
4329	134.086212	129.62291
4330	142.23584	107.977234
4331	144.055878	101.313652
4332	129.722076	151.11702
4333	145.337997	149.116562
4334	287.874329	136.171844
4335	282.843262	152.573334
4336	281.29184	148.543961
4337	280.814209	136.325699
4338	288.120056	145.980042
4339	291.310547	154.187759
4340	170.046707	132.712036
4341	278.16983	147.965958
4342	281.358124	98.561119
4343	188.198151	98.475235
4344	107.075676	98.722404
4345	149.929565	95.397423
4346	150.470673	98.076096
4347	146.403473	96.983932
4348	119.247406	86.531677
4349	128.636002	95.695831
4350	145.15686	104.180916
4351	144.254623	104.561363
4352	145.462433	93.722565
4353	144.561142	98.619308
4354	148.457993	99.292801
4355	145.356506	102.878792
4356	129.336166	98.176849
4357	68.074158	101.03318
