#MPI_Send				
#size[kB]	latency[ms]	bandwidth[Mb/s]	latency mavg	b mavg
3070	235.247925	113.355583	220.8239089	123.1205112
3071	225.669388	118.166969	223.35099475	122.1181682
3072	212.308334	125.603493	225.44461125	121.19346615
3073	205.490265	129.77095	227.2838912	120.26602475
3074	161.442047	165.177963	227.15672675	120.34733735
3075	230.591064	115.644844	227.87980645	119.6683472
3076	224.305389	118.885536	224.56430585	122.0022778
3077	238.097992	111.998711	222.75971985	123.14214865
3078	246.556992	108.156197	221.58602065	123.75462765
3079	239.833359	111.188316	220.7107025	124.16794705
3080	229.855621	116.014854	220.2884666	124.37084205
3081	171.173019	155.787796	220.6838203	124.1779317
3082	191.669312	139.128525	223.6109207	122.19283495
3083	170.260025	156.623169	225.40605695	121.0953591
3084	227.517044	117.207336	225.62233885	120.9013306
3085	192.833023	138.288895	225.12093655	121.17154205
3086	248.88269	107.145523	228.8600517	119.23937305
3087	241.698669	110.330223	229.6697334	118.9120949
3088	260.762695	102.264114	230.2508667	118.6589909
3089	262.283325	101.671227	230.09403535	118.72124525
3090	285.789642	93.308723	230.0338669	118.74467625
3091	267.541718	99.672928	229.48336645	118.9316132
3092	249.093933	107.054665	229.4581299	118.9410328
3093	202.946976	131.397202	230.79841615	118.4209747
3094	175.903641	151.59816	233.24049835	117.14656175
3095	164.281052	162.323456	237.31839825	114.74541885
3096	188.213669	141.682953	242.66971125	111.54372245
3097	214.624008	124.248291	246.7665931	109.39508085
3098	229.050629	116.422585	250.32504265	107.8480479
3099	231.388641	115.246216	252.6072936	106.8807757
3100	237.762695	112.156647	255.5978301	105.6972296
3101	229.715027	116.085861	257.4095809	104.9556181
3102	227.572037	117.179008	259.78689565	103.96026595
3103	174.585663	152.742599	261.14297705	103.3363627
3104	217.488998	122.611565	260.8792777	103.57425565
3105	267.615326	99.645515	259.51779245	104.451657
3106	265.076324	100.59996	256.91252435	105.6562568
3107	253.321335	105.268143	256.58682855	105.7829765
3108	257.626068	103.509201	257.86458045	105.3006603
3109	261.079956	102.139847	258.3761115	105.1029865
3110	274.779633	97.047462	259.30520085	104.76365885
3111	267.036987	99.86132	260.1830695	104.47223165
3112	275.899658	96.653503	260.31512215	104.423333
3113	251.78862	105.908943	260.8632423	104.23865245
3114	257.461639	103.575302	262.3776092	103.6700646
3115	271.307312	98.289528	263.7470962	103.1721028
3116	270.151306	98.710121	265.12029565	102.7203488
3117	285.792999	93.307632	265.42539515	102.61133085
3118	274.695648	97.077141	265.522348	102.57989015
3119	291.199371	91.575294	265.90806425	102.44730155
3120	273.997711	97.324417	266.30933075	102.32449695
3121	277.261322	96.178818	267.31629485	101.991311
3122	254.693665	104.700943	267.91956175	101.7907712
3123	169.311676	157.500458	269.1415756	101.3324033
3124	190.259293	140.159592	274.87845915	98.1514005
3125	215.509964	123.737511	279.60310895	95.82585305
3126	258.562408	103.134354	283.3671112	94.2241879
3127	278.876373	95.621819	284.58375705	93.78063855
3128	267.856689	99.555725	284.79885565	93.70800595
3129	279.661743	95.353294	285.5197053	93.45376785
3130	292.337006	91.218918	283.2928834	94.3568383
3131	269.67804	98.883347	280.1815339	95.59022225
3132	286.862061	92.959892	277.44428185	96.8495385
3133	282.075958	94.537186	276.01586385	97.3636262
3134	284.851379	93.616066	274.8705483	97.7814019
3135	298.771301	89.254448	273.5554116	98.25759055
3136	276.253296	96.529762	272.4914971	98.59979405
3137	287.732056	92.678818	267.59739995	101.2483479
3138	282.409973	94.425369	261.8612946	104.32109265
3139	299.224701	89.119202	261.4525788	104.46182295
3140	294.136993	90.660698	260.5607621	104.74427265
3141	289.32666	92.168022	259.4862611	105.10156635
3142	279.133942	95.533585	259.3291444	105.15216755
3143	284.049347	93.880402	260.6629136	104.7355034
3144	284.752289	93.648643	255.21124655	107.6598343
3145	290.790009	91.704208	249.42809835	110.8627812
3146	282.895325	94.263367	244.5668984	113.165833
3147	283.178345	94.169167	242.28431475	114.0727658
3148	282.273682	94.470963	240.51408005	114.74556315
3149	235.125305	113.414703	238.47826385	115.541753
3150	230.110016	115.886597	236.0125984	117.04672965
3151	214.932999	124.069672	232.8741989	119.22011295
3152	258.293701	103.241646	230.80184855	120.70216785
3153	259.169647	102.8927	226.7610832	123.05273735
3154	258.548645	103.139839	222.3417015	125.71532585
3155	277.493011	96.098518	217.81668855	128.4925571
3156	178.371353	149.500839	215.82263875	129.29902
3157	173.009949	154.133713	219.14647145	127.26953315
3158	274.235657	97.239975	223.1416878	124.8347263
3159	281.388367	94.768196	222.0128029	125.27092395
3160	272.646973	97.806572	220.04958495	126.03933445
3161	286.184326	93.180046	218.1617355	126.82542225
3162	305.809326	87.200302	214.7969688	128.2577873
3163	175.016006	152.36702	208.94783475	130.95892255
3164	169.089325	157.707581	210.5374191	129.7877853
3165	193.56601	137.765244	215.93963775	126.71356155
3166	237.243652	112.402023	219.10850215	125.0145114
3167	247.773651	107.625114	221.0167526	124.23570055
3168	241.557358	110.39476	222.2100372	123.76291385
3169	185.811996	143.514236	225.52145305	122.5751949
3170	167.342026	159.354263	229.89492035	120.2784599
3171	173.485992	153.71077	234.9543846	117.2760273
3172	177.478394	150.253036	240.00565265	114.44760435
3173	170.782013	156.14447	245.05079575	111.7245468
3174	168.048386	158.684464	250.2796959	108.75946885
3175	237.612015	112.227776	254.4689087	106.119767
3176	244.848007	108.911102	255.81691055	105.54796295
3177	252.914276	105.437576	256.26289675	105.35655635
3178	251.657959	105.963928	256.1729691	105.3943146
3179	242.124008	110.136406	256.26300435	105.35667385
3180	234.889984	113.528328	258.00821995	104.66283915
3181	218.888992	121.827347	259.1439347	104.16232035
3182	188.826645	141.223007	257.86746605	104.9665676
3183	206.807693	128.944275	257.064766	105.6226879
3184	277.133698	96.223106	256.295115	106.1411541
3185	256.943298	103.784241	253.53401345	107.33839535
3186	275.408661	96.825806	249.99116145	109.31431925
3187	271.639343	98.16938	244.9018586	112.15252035
3188	307.785675	86.640381	244.2281083	112.4087204
3189	273.281342	97.579536	243.7504243	112.54749375
3190	268.531311	99.305611	244.0012406	112.4595501
3191	274.511353	97.142311	241.71020515	113.4811119
3192	278.381256	95.791885	238.5013367	114.96312105
3193	275.360016	96.842911	238.8704407	114.8393925
3194	251.832642	105.890427	238.7757248	114.87293435
3195	264.572052	100.791695	236.1170601	116.29006995
3196	253.767731	105.08297	234.1907776	117.14897915
3197	251.115723	106.192741	233.9554741	117.2482574
3198	253.458664	105.211113	234.6889885	116.9551872
3199	277.02832	96.259712	235.84492035	116.5154655
3200	257.604279	103.517952	236.21285555	116.39092635
3201	193.359619	137.912292	235.74484025	116.58608895
3202	172.772644	154.345413	236.7268425	115.95026515
3203	191.414673	139.313599	238.99921035	114.3430363
3204	221.911667	120.167931	240.395195	113.4563553
3205	186.086258	143.302719	238.2902969	114.86304055
3206	173.622604	153.589828	237.568016	115.46607325
3207	258.164337	103.293381	238.39090575	114.80115705
3208	298.231995	89.415848	235.26788785	116.4494984
3209	278.297668	95.820663	227.8096069	120.92326775
3210	222.710602	119.736847	221.13550795	125.3393406
3211	210.333984	126.782494	219.08614575	126.689658
3212	285.763336	93.317314	217.00456085	128.2540024
3213	273.465698	97.513748	211.0366463	131.6007145
3214	198.659348	134.233139	206.46150975	134.05252575
3215	226.046402	117.969879	205.57415925	134.71092115
3216	249.061661	107.068535	203.43272325	136.089745
3217	265.786011	100.331337	200.6837372	137.6062691
3218	276.577301	96.416679	197.73125305	139.0391415
3219	284.387024	93.768929	193.87332305	140.90440755
3220	248.243973	107.421204	190.72133865	142.2396767
3221	212.999664	125.195816	187.968824	143.7701538
3222	218.220001	122.200836	187.1079941	144.32062225
3223	219.334366	121.579979	186.09226305	144.94780655
3224	179.813705	148.301636	185.0303467	145.5995495
3225	171.64064	155.363373	186.5615624	144.5204586
3226	190.080399	140.291504	188.73154455	142.95267865
3227	195.703979	136.260208	187.9507561	143.5805313
3228	149.066376	178.891235	187.59542545	143.83725585
3229	144.815689	184.14212	189.4552727	142.05101855
3230	181.723358	146.743195	191.1989708	140.26411365
3231	168.702286	158.069382	193.741967	138.6596672
3232	166.405045	160.251556	199.6092178	135.417432
3233	181.962967	146.549973	203.2999847	132.95531275
3234	180.912338	147.401047	201.7195518	134.4957569
3235	183.217682	145.546356	200.7185356	135.4128368
3236	194.08194	137.399017	201.37855375	134.92376135
3237	206.736328	128.988785	202.94322355	133.9698677
3238	199.418701	133.722	205.2957077	132.7741985
3239	221.347336	120.474312	206.6708031	131.9638687
3240	193.19368	138.030746	205.8267693	132.46118355
3241	195.783066	136.205185	205.71800235	132.53977855
3242	197.90538	134.744522	204.89453205	133.16527905
3243	198.096039	134.614838	202.5166962	135.2963284
3244	210.438019	126.719818	200.69357685	136.81469385
3245	215.040283	124.007774	200.29610905	137.0634335
3246	174.46463	152.848557	201.0563622	136.65396885
3247	188.597366	141.394699	200.97761615	136.7235863
3248	186.263321	143.166489	198.68117985	138.99951635
3249	179.689651	148.404022	196.5507149	141.1227509
3250	232.583282	114.654266	196.6972504	141.00367055
3251	286.047302	93.224678	192.1895539	144.6323235
3252	240.220383	111.009171	187.1742524	147.14953425
3253	150.354309	177.358856	181.52760245	152.0740597
3254	160.892014	165.742645	180.0305047	154.27917825
3255	196.418045	135.764847	178.01437345	157.05068475
3256	225.375336	118.321144	174.70891845	160.4945362
3257	253.786011	105.075401	170.3736859	164.1935852
3258	226.920609	117.515404	164.9023213	168.1760662
3259	204.46666	130.420609	162.94980815	169.3973892
3260	191.018341	139.602646	158.5886078	174.24878385
3261	179.31366	148.715195	155.1090237	178.24921645
3262	150.348663	177.365509	151.7779583	182.64507825
3263	161.633652	164.982147	150.92752345	183.77630535
3264	202.488663	131.694611	150.8034069	183.904969
3265	230.245346	115.818481	149.28160515	185.06980585
3266	172.889709	154.240906	143.76962205	190.38946605
3267	142.66864	186.9133	140.9525555	194.11759105
3268	143.654022	185.63118	140.1924893	195.23212425
3269	182.620361	146.022415	140.1956212	195.2280799
3270	142.429352	187.227325	141.31535465	194.43054725
3271	185.741272	143.568893	145.8277837	190.7995624
3272	127.287384	209.49968	146.56320165	190.27283055
3273	120.412354	221.461227	148.30556465	188.0214641
3274	120.569389	221.172775	154.285893	182.50352015
3275	130.308945	204.641876	156.81113905	179.2387657
3276	138.670685	192.302124	156.14198965	180.4098999
3277	144.358719	184.725021	155.3001733	181.7386139
3278	187.870346	141.941864	153.91386845	183.9342705
3279	117.242653	227.448502	150.4414369	188.09637375
3280	121.426659	219.611298	151.34342245	186.57987745
3281	112.692352	236.632431	152.23135695	185.178865
3282	133.339966	199.990051	154.45025495	181.8360107
3283	159.151321	167.55542	161.00087595	176.88028065
3284	172.052628	154.991348	163.23980875	175.04070165
3285	120.005684	222.211685	167.06366125	172.65601995
3286	116.548378	228.803406	168.87665985	170.07791405
3287	127.467316	209.203964	171.96389015	166.11607095
3288	143.71666	185.550293	174.3927239	163.2297375
3289	205.01503	130.071762	175.90223925	161.6191578
3290	232.677933	114.607628	173.77840655	163.3187611
3291	200.449631	133.034256	171.679628	164.58007815
3292	162.134644	164.472351	172.44933015	164.10567555
3293	240.018921	111.102348	180.1195465	160.1076325
3294	171.07431	155.877686	182.12865295	159.3110032
3295	116.925957	228.06456	186.3443703	156.7379197
3296	121.834358	218.876404	193.89262355	150.31184015
3297	116.632622	228.638153	202.05802235	144.04404725
3298	118.421715	225.183929	211.2523251	137.0489133
3299	135.282364	197.118576	218.0133713	131.04645665
3300	139.185349	191.591049	224.8210518	126.1026746
3301	157.070312	169.775345	228.3206314	122.89731115
3302	264.352386	100.87545	228.2714821	122.95077105
3303	203.929977	130.76384	222.36873175	127.02085505
3304	248.529678	107.297714	219.12188425	130.0754708
3305	156.265656	170.649567	215.40870145	132.36172265
3306	178.292984	149.566544	220.68191615	128.92355355
3307	176.043991	151.477295	225.58041695	126.2715451
3308	173.906967	153.338699	226.2816178	125.7127133
3309	162.538376	164.063828	224.66326835	127.465968
3310	190.702362	139.833969	224.555201	127.57651945
3311	215.843674	123.546204	227.3482346	125.99249845
3312	315.538971	84.51149	230.2081841	124.6984299
3313	280.20105	95.169762	228.9445534	125.0663376
3314	255.388657	104.416016	226.54346695	126.0505371
3315	267.891022	99.542969	226.24843215	126.1740158
3316	285.142334	93.520546	225.44079665	126.4933727
3317	300.518677	88.735474	221.7644104	128.1181076
3318	253.642639	105.134796	212.67127645	134.9182991
3319	271.435974	98.242935	206.10919455	140.5547165
3320	209.176941	127.48378	198.5861469	146.6641289
3321	156.087326	170.844543	195.64559895	149.157193
3322	146.297379	182.27713	195.66843145	149.13227465
3323	138.993027	191.856155	195.8940822	148.85954135
3324	174.266022	153.022751	197.98531525	146.64064335
3325	261.72995	101.886185	202.45961335	144.04476015
3326	276.263	96.526375	203.78510165	143.57623025
3327	190.068008	140.300659	204.0774509	143.47620085
3328	141.539978	188.403793	208.5573833	141.2287483
3329	160.377029	166.274857	215.4554683	136.57895355
3330	246.563034	108.153549	221.00715215	133.17781485
3331	273.042664	97.664833	223.32428245	132.322229
3332	290.266357	91.869644	223.22634845	132.3575123
3333	232.179321	114.853752	222.04553335	132.76434175
3334	249.487961	106.88559	225.15870015	131.5499836
3335	251.738312	105.930107	227.5024021	130.70470655
3336	211.614609	126.015244	223.85302005	132.8673809
3337	118.655998	224.739304	222.2263576	134.0120243
3338	122.401001	217.863144	224.0048889	131.42034565
3339	120.975021	220.431183	225.93497465	128.8086223
3340	150.365982	177.345062	227.93427355	126.07064395
3341	156.543976	170.346176	228.19089205	125.77797275
3342	150.810394	176.822464	229.11679	124.87701605
3343	180.817688	147.478195	231.93743745	122.47017475
3344	263.751984	101.105087	232.35545275	122.1443012
3345	288.239716	92.515587	230.48197175	122.98139
3346	282.109985	94.525787	230.1820053	123.0797161
3347	279.666656	95.351608	224.7548073	126.03542215
3348	279.501678	95.407898	221.54160845	127.4577988
3349	271.410706	98.252083	218.23403935	128.93690685
3350	292.90564	91.041832	214.3016388	130.94127045
3351	271.083984	98.370499	208.544458	133.88984335
3352	266.650055	100.006233	204.4151123	136.04481465
3353	294.442657	90.566589	200.99862515	137.7676338
3354	296.362	89.980049	196.2259102	139.9398636
3355	178.750671	149.183594	192.13372575	141.656337
3356	179.08136	148.908112	194.8540421	139.91576465
3357	154.226624	172.905731	198.8845566	137.60465355
3358	161.002716	165.628677	205.75738985	133.53053515
3359	160.960999	165.671616	215.8836182	128.91686785
3360	155.498352	171.491638	224.9066681	124.5385227
3361	175.061935	152.327042	233.8932846	119.9413017
3362	207.223343	128.685638	241.3224205	116.44469445
3363	189.177994	140.960724	242.9532509	115.5696754
3364	226.282364	117.846863	242.2703842	116.1180862
3365	282.240387	94.482109	238.17026745	119.46703105
3366	173.566025	153.639908	231.4135841	123.8066402
3367	215.402679	123.799141	230.02319865	125.27220795
3368	213.350296	124.990059	226.56104735	128.2046958
3369	192.762695	138.339355	224.4549133	129.7420985
3370	177.762024	150.01329	224.491777	129.71574355
3371	188.49707	141.469925	225.74122615	128.79128985
3372	198.320312	134.462616	223.8262237	130.59502215
3373	198.988358	134.011185	221.2903755	132.90510975
3374	214.518311	124.309517	219.2798591	134.60201755
3375	233.156998	114.372147	218.5385085	135.06351465
3376	259.69165	102.68589	214.12005985	138.5537719
3377	291.683289	91.423363	208.3852103	142.61521865
3378	363.527283	73.355331	202.2340262	145.94952
3379	341.421997	78.104713	195.4363951	148.14063635
3380	335.230682	79.547218	187.2749777	151.71789735
3381	323.644653	82.394897	178.1106436	156.51569895
3382	239.839951	111.185257	169.3920447	161.3281532
3383	175.52066	151.92894	166.00272965	163.5184112
3384	144.280029	184.82576	167.72727875	162.27081865
3385	147.10672	181.274292	169.59040895	160.37399475
3386	145.758316	182.951263	169.91347415	159.9926425
3387	146.159653	182.448898	173.98487615	156.7139762
3388	171.227615	155.738113	182.68024435	151.75732565
3389	193.499969	137.812256	186.3506782	149.4206878
3390	202.751007	131.524216	186.76926115	149.13493265
3391	150.197021	177.544571	186.41279755	149.3745971
3392	147.603348	180.664368	188.0152649	147.8134727
3393	158.77803	167.949341	188.1167999	147.6908828
3394	199.691299	133.539459	192.81889875	144.5672599
3395	144.788025	184.177292	196.9823364	144.958422
3396	144.994659	183.914825	203.5995605	142.96632145
3397	168.659607	158.10939	210.7133316	140.73266975
3398	227.574661	117.177658	216.1927017	140.01505885
3399	178.193649	149.649933	218.8854454	141.26275095
3400	151.944	175.50325	223.70403595	141.06449195
3401	149.272675	178.643982	229.60138705	139.69972755
3402	172.05365	154.990417	236.4376999	137.7605613
3403	210.011642	126.977089	240.8860382	137.67327645
3404	181.542633	146.889282	243.6393303	138.86938585
3405	153.568024	173.647247	248.6075264	138.6447269
3406	227.186356	117.377937	258.45107955	135.6694908
3407	320.067017	83.315887	263.115213	136.0414467
3408	244.636292	109.005356	261.0788101	139.03541265
3409	201.871628	132.097153	262.1133682	141.1230004
3410	195.621735	136.317505	267.16481395	141.1209702
3411	182.246368	146.322083	271.82332835	141.23049395
3412	149.634048	178.21257	276.9542076	140.9352852
3413	252.820007	105.476883	282.9097107	139.46668015
3414	282.960052	141.362701	284.8233841	141.06348115
3415	277.132507	144.335281	287.35538335	139.9905491
3416	287.270081	139.241791	287.4978333	139.91711465
3417	278.247009	143.757172	284.22345125	141.972871
3418	281.429535	142.1315	283.3921799	142.4296413
3419	274.56546	145.684753	283.51848145	142.36642185
3420	269.891022	148.207962	283.46875915	142.39290045
3421	285.998932	139.860657	282.0619827	143.25532415
3422	261.020416	153.24472	278.54108885	145.53954425
3423	265.077484	150.899277	272.6885452	151.76913565
3424	280.906555	142.396103	266.54414595	158.2899082
3425	350.439087	114.142525	261.22366865	162.63161735
3426	320.469025	124.817055	252.81723705	167.89478835
3427	279.338959	143.195206	246.6718368	171.7773899
3428	265.327454	150.757111	240.3371383	177.71992605
3429	302.900543	132.056549	235.48943855	182.06042665
3430	288.792023	138.50798	229.0080833	187.00004915
3431	284.863953	140.417908	223.3461837	191.4671535
3432	268.74411	148.840469	218.25881415	195.36826355
3433	291.093475	137.412903	213.5063331	199.44071
3434	333.600037	119.90406	207.36245875	204.45954085
3435	279.981506	142.866592	200.0089271	209.1865081
3436	221.78244	180.356918	196.12067715	211.93356775
3437	261.621582	152.892578	194.5563293	213.4146583
3438	283.955566	140.867111	190.5546531	216.78396985
3439	273.571014	146.214325	183.6989753	223.36069485
3440	241.755493	165.456436	177.4901977	229.4372665
3441	215.581055	185.545059	172.93962095	234.431974
3442	143.969543	277.836548	169.84084165	238.17509155
3443	142.189499	281.314728	170.1869179	237.5378601
3444	174.497009	229.230286	171.4075142	235.4768234
3445	182.310455	219.405945	170.40203785	236.96972805
3446	197.56102	202.469086	168.98364415	238.9912872
3447	152.644989	262.045929	166.81721805	241.8352676
3448	168.373459	237.567123	166.49781495	242.4075378
3449	173.273438	230.848999	165.6655197	243.71070325
3450	175.554031	227.850067	164.27037195	245.92620465
3451	183.116562	218.440109	163.42104795	247.14662245
3452	173.694489	230.289398	165.13829875	245.4216438
3453	168.215988	237.78952	168.22149805	242.4048492
3454	186.529404	214.443405	173.54342415	237.7972488
3455	202.216507	197.807785	178.3164092	234.1675514
3456	190.495483	209.978729	182.42300785	231.3107849
3457	181.588058	220.278809	183.351184	230.37852555
3458	146.84201	272.401611	184.30698005	229.3295097
3459	149.395462	267.745758	186.1103782	226.6437706
3460	150.743958	265.350586	186.0423812	226.7667534
3461	153.605469	260.40741	186.18350745	226.52289965
3462	150.891068	265.091919	186.09936285	226.66712875
3463	166.601425	240.093994	186.62623815	225.80191345
3464	154.387482	259.088379	185.96101445	226.84378815
3465	153.942581	259.837128	187.37809055	224.83453905
3466	154.232498	259.348694	189.69603795	221.8276291
3467	146.256927	273.491333	189.45708915	222.2422806
3468	151.727554	263.630432	189.6277671	221.93040165
3469	145.370483	275.159027	189.87184215	221.5195336
3470	158.567551	252.258423	190.268988	220.8067559
3471	217.461578	183.940536	189.98286205	221.2789849
3472	235.358475	169.953506	186.86936035	224.9692582
3473	274.65451	145.637512	182.6405838	229.735682
3474	281.989105	141.849457	176.4664124	235.68384945
3475	284.34848	140.672455	170.1499825	241.4398507
3476	209.059006	191.333542	163.26230855	248.04925775
3477	200.703979	199.298492	160.03313145	252.3257615
3478	182.909973	218.686829	158.53288275	254.0773675
3479	148.035522	270.205414	158.67470555	253.91039285
3480	153.566483	260.473511	159.9017571	251.98918235
3481	151.922577	263.291992	161.0818871	250.2541581
3482	161.428574	247.787613	163.13643575	247.4515252
3483	153.296951	260.931488	165.2133591	244.91596075
3484	182.729004	218.903397	166.5374642	242.9941529
3485	200.301529	199.698929	166.09218755	243.5549088
3486	149.453522	267.641724	164.36188815	245.6402924
3487	149.670486	267.253754	166.7871651	242.36130525
3488	156.609055	255.413071	170.71148685	237.76451415
3489	153.3134	260.903473	180.34738235	230.71915585
3490	152.845032	261.703003	187.39638825	224.469918
3491	155.191544	257.746002	193.8622345	218.47289575
3492	150.782944	265.281982	199.16317975	213.24225765
3493	151.171082	264.600861	203.5991836	208.3287834
3494	155.660507	256.969482	206.8635276	204.3384094
3495	146.595001	272.860596	206.4940269	204.9787964
3496	144.475464	276.863617	206.7997032	204.4326126
3497	170.699005	234.330612	207.31832885	203.5053253
3498	185.746429	215.347336	206.54345625	204.6752632
3499	172.576553	231.781204	205.06138075	206.71979215
3500	177.169083	225.773026	204.8502548	207.0104591
3501	193.01355	207.239334	204.58714825	207.35600885
3502	202.967041	197.076324	203.0660438	209.2948112
3503	179.779053	222.495331	201.3067413	211.36129605
3504	173.823471	230.118515	200.78499215	212.04680475
3505	165.695541	241.406601	201.5471931	211.11911235
3506	197.959061	202.061981	203.42788695	208.8860046
3507	228.156921	175.317932	204.3347122	208.0380699
3508	349.326965	114.505905	202.3438156	209.8913231
3509	294.293518	135.918716	192.51486665	217.25948945
3510	282.161957	141.762558	187.5121117	220.76017765
3511	261.210449	153.13324	184.662336	222.55436785
3512	239.503021	167.012497	185.1739159	222.2657608
3513	216.457962	184.793381	186.9601128	221.18186645
3514	148.270493	269.777222	190.2635697	219.0211647
3515	152.708527	261.93692	197.0643166	212.56748655
3516	154.847977	258.317871	204.15006335	206.26357725
3517	155.201553	257.72937	208.0195137	201.9595764
3518	156.104919	256.237915	209.69293825	199.67362515
3519	168.354034	237.594543	213.88976675	195.19362255
3520	171.906952	232.684021	218.6666619	190.8927551
3521	162.591461	246.015381	224.0123101	186.4316429
3522	167.780991	238.406021	230.7223855	180.86957775
3523	169.34407	236.205505	237.09886025	175.72180935
3524	189.06749	211.564667	240.688186	172.2057945
3525	203.309418	196.744446	244.3108659	169.27512735
3526	216.095566	185.103287	246.1816232	167.7461555
3527	188.338989	212.382996	248.7378404	165.9754638
3528	152.747986	261.869232	252.6418611	162.8632743
3529	194.238419	205.93248	259.56673445	156.6368728
3530	225.166443	177.646362	262.02711345	154.55562355
3531	271.442047	147.361099	264.21391305	153.11094735
3532	275.226959	145.33461	262.991607	153.8401916
3533	282.5271	141.579346	261.831331	154.5092941
3534	284.285431	140.703659	260.0310258	155.5432258
3535	294.423462	135.858734	257.8233056	156.8368293
3536	232.236984	172.237854	256.23493735	157.6584121
3537	188.670044	212.010345	256.58751075	157.4046325
3538	240.041489	166.637863	259.6680573	154.79513395
3539	263.891937	151.577194	260.13743215	154.48155515
3540	278.819916	143.461777	258.71680915	155.39600445
3541	296.792969	134.774078	257.3075646	156.2026458
3542	295.310486	135.450653	254.12896275	158.03950115
3543	241.130585	165.885208	253.2550934	158.46553495
3544	261.521088	152.951324	255.86336365	156.9903244
3545	240.724564	166.165009	254.6194809	157.79429245
3546	267.21991	149.689453	257.1550987	156.34859085
3547	266.419403	150.139206	255.64285655	157.3038246
3548	291.245453	137.341202	252.90790935	159.2432823
3549	243.445999	164.307495	249.23023755	161.5635139
3550	268.902435	148.752838	247.06223755	163.34384075
3551	246.995926	161.945984	241.80393905	168.12094875
3552	252.021439	158.71666	237.6072952	172.28884425
3553	246.520996	162.25798	232.4866714	177.7211936
3554	240.131027	166.575729	228.8524925	181.1132972
3555	262.656097	152.29039	226.40236585	183.2486755
3556	239.288452	167.162262	223.01043245	185.9001785
3557	250.280975	159.820374	227.199614	183.7326343
3558	249.428986	160.366287	227.14734045	183.766154
3559	235.479477	169.86618	227.21176685	183.7249446
3560	250.635025	159.594604	225.3361458	185.3343265
3561	233.220932	171.511185	222.23306885	187.9605419
3562	277.833099	143.971329	219.60389635	190.45688205
3563	293.29599	136.380997	220.94242025	189.8242267
3564	236.643433	169.030685	220.6209954	189.9770366
3565	291.43692	137.250977	226.8463784	187.06335065
3566	236.975067	168.794128	227.255581	186.87590175
3567	211.720459	188.92836	231.40387965	184.687347
3568	217.692017	183.745834	234.47693415	182.56206775
3569	200.085999	199.914032	239.61368645	179.6164463
3570	163.736465	244.294998	247.74031455	175.136182
3571	163.063049	245.303894	258.40821695	168.22514225
3572	149.608963	267.363647	267.6131654	161.72094645
3573	173.837418	230.100052	273.21266415	155.99805525
3574	191.128494	209.283295	278.87532055	151.4594963
3575	194.817429	205.32045	287.07764675	146.6263584
3576	323.072083	123.811378	291.3007249	143.5216335
3577	249.235504	160.490768	287.34729775	145.52766725
3578	250.717514	159.542099	288.0932496	145.07445375
3579	197.967056	202.053818	287.99532555	145.13725815
3580	188.573486	212.118912	289.7942712	143.58355025
3581	180.637482	221.437988	292.5775453	141.1663063
3582	304.603577	131.318222	297.5758714	137.22188875
3583	286.867493	139.437195	294.11081475	139.15567705
3584	361.151093	110.756966	291.96979225	140.37895815
3585	299.620972	133.501999	287.42683415	142.24051705
3586	319.94104	125.023033	286.0562378	142.9127117
3587	273.181549	146.422775	283.42818605	144.1415512
3588	320.427063	124.833405	283.3365799	144.1909828
3589	362.618561	110.308746	283.2710556	144.2166145
3590	377.094513	106.074203	282.72565	144.38767315
3591	347.162018	115.219978	281.7573776	144.674786
3592	261.598938	152.905823	282.94927975	144.3046219
3593	287.090546	139.328873	287.77623135	142.243771
3594	355.175018	112.620537	285.33800805	143.66919135
3595	279.278992	143.225952	278.4971832	147.1974136
3596	244.00354	163.932053	277.1622833	147.9543678
3597	264.154541	151.426498	277.84258725	147.52145075
3598	248.759033	160.798187	278.36393125	147.23393935
3599	233.945969	170.97966	281.1904312	145.7451988
3600	244.238968	163.774033	282.44456095	144.9173721
3601	280.604004	142.549637	284.02933495	143.97676845
3602	235.302444	169.993988	282.87510825	144.61568905
3603	244.047043	163.902817	281.4351852	145.801033
3604	270.291931	147.988144	279.38098905	147.4598991
3605	272.209045	146.945892	275.5505615	150.3866226
3606	267.380005	149.599823	270.7191818	154.43005295
3607	271.349426	147.411407	265.06996075	159.9038002
3608	319.116577	125.346039	260.89486385	163.18016435
3609	351.710449	113.729919	258.2111114	164.4474785
3610	357.729065	111.81646	256.86603695	164.9184483
3611	371.000061	107.816696	253.39093165	166.2666016
3612	358.13797	111.688805	248.7759277	168.05194175
3613	238.32608	167.83728	241.11437605	172.22803005
3614	218.358521	183.184982	237.34347	176.1130368
3615	252.580994	158.365036	234.47726745	179.3734891
3616	257.609619	155.273712	231.14621425	182.2102422
3617	274.581421	145.67627	229.46995845	183.37176105
3618	305.289032	131.023376	226.01513665	185.8210187
3619	259.028564	154.423126	221.43528285	188.62911655
3620	275.934448	144.96196	219.7139778	189.81258215
3621	257.51947	155.328049	217.64862975	191.088635
3622	206.503983	193.700867	216.9238083	191.5519048
3623	202.96312	197.080139	215.6091087	192.96502505
3624	193.68338	206.522614	217.13958275	191.6736661
3625	175.581451	227.814499	221.63031	188.4022603
3626	154.395584	259.074768	224.6907585	185.4578229
3627	187.847488	212.93869	227.3745529	182.1161664
3628	265.441528	150.692322	230.68492965	179.34154255
3629	324.80896	123.149315	230.0417305	179.7252866
