#MPI_Send				
#size[kB]	latency[ms]	bandwidth[Mb/s]	latency mavg	b mavg
3630	288.226959	138.779526	226.5990555	181.3816804
3631	278.699982	143.523499	224.98253635	182.2583619
3632	204.906937	195.210571	224.5429886	182.49209145
3633	162.907959	245.537415	228.5036461	179.7708398
3634	161.03447	248.394028	232.76859665	175.5517602
3635	185.95993	215.100098	236.50965195	171.6118241
3636	224.084503	178.504089	240.94650345	168.13757025
3637	205.484985	194.661423	241.5954071	167.64895715
3638	213.691956	187.185333	242.87893375	166.56806955
3639	224.602463	178.092438	245.35246125	164.80867015
3640	234.627487	170.483017	247.1218376	163.5966523
3641	243.023041	164.593445	249.5933136	162.1133416
3642	180.209991	221.963272	251.3830383	161.0568192
3643	233.572601	171.25296	255.8776642	157.3632523
3644	283.497925	141.094498	256.7143349	156.7908242
3645	236.790421	168.925751	257.8327858	156.2748902
3646	208.071472	192.241638	259.5821167	155.18757635
3647	254.055023	157.446213	264.9189911	151.92855385
3648	252.577545	158.367203	266.4496384	151.0819718
3649	255.95546	156.277191	266.6640595	150.94977345
3650	255.896576	156.313156	264.68711015	152.3773545
3651	269.909027	148.19809	264.1510315	152.71913535
3652	284.120087	140.785538	263.81315615	152.9094147
3653	248.20697	161.155823	261.6947296	154.1430939
3654	235.855576	169.595306	262.6526596	153.5656975
3655	274.69696	145.615021	268.82882765	150.65108875
3656	237.062576	168.731827	268.505204	150.82677845
3657	231.155518	173.043671	268.18447115	151.0614121
3658	263.162506	151.997345	269.2121208	150.3549271
3659	259.98999	153.852081	267.4852188	151.50303045
3660	284.057007	140.816803	268.0476715	151.1839959
3661	278.817535	143.462997	272.63377225	149.46543245
3662	270.102509	148.091934	277.9161926	147.494304
3663	250.306015	159.804398	281.2907867	146.0139764
3664	305.866943	130.775818	282.856887	145.1253228
3665	271.777039	147.179474	280.13951185	146.5382035
3666	314.80896	127.061188	278.2207069	147.7481759
3667	284.667969	140.514572	275.9951286	148.7943734
3668	256.865967	155.723236	275.23445355	149.1910485
3669	216.416473	184.828812	274.6039558	149.5930169
3670	245.175003	163.148773	276.4777351	148.2289391
3671	263.15152	152.003677	277.62103575	147.53304525
3672	241.751556	165.459122	276.2850334	148.39197165
3673	267.36557	149.607895	275.9632576	148.6182236
3674	359.378937	111.303131	275.4193535	148.9354805
3675	268.224487	149.128815	270.6251076	150.9606293
3676	230.647919	173.4245	271.5578301	150.4757706
3677	251.708511	158.913971	273.6533333	149.14243395
3678	228.624466	174.959412	274.76155705	148.4993912
3679	271.239044	147.47139	279.44403155	145.9573204
3680	375.779022	106.445534	281.070678	145.16763685
3681	384.465942	104.040428	274.99210135	147.71294895
3682	337.594391	118.485382	268.69222955	150.24881435
3683	281.628021	142.031326	264.8360833	152.00292965
3684	251.51944	159.033432	262.53990945	153.3865623
3685	233.40094	171.378922	263.6727616	152.7294624
3686	270.297394	147.985138	265.9246125	151.34344475
3687	269.454468	148.448074	265.5678193	151.54408255
3688	244.256012	163.762604	264.6436257	152.09073935
3689	253.892059	157.547256	265.37650075	151.6271964
3690	268.041016	149.230896	264.66002355	152.09838555
3691	236.431473	169.182205	264.79094545	152.0262008
3692	235.31604	169.984161	266.37724535	151.0253944
3693	256.487488	155.953033	268.39817125	149.77953945
3694	263.494019	151.806107	267.30194625	150.50838165
3695	286.878937	139.431641	266.52649535	150.98308025
3696	272.557983	146.757767	266.6357742	150.93036875
3697	273.872986	146.053116	266.0420761	151.2646041
3698	322.273956	124.117996	264.81330185	151.98449165
3699	303.771973	131.677719	261.62632525	153.5145057
3700	254.207489	157.351776	259.1654045	154.7875129
3701	258.468506	154.757736	257.9742294	155.60108255
3702	260.471466	153.567688	257.2337791	156.0713714
3703	235.704544	169.703979	257.99960855	155.6449325
3704	274.176483	145.891434	260.7143081	154.05632015
3705	278.437958	143.658569	262.8986877	153.05374635
3706	263.16153	151.997894	262.1114654	153.4842525
3707	250.970596	159.38121	262.18068535	153.444482
3708	258.913513	154.491745	263.3985572	152.739484
3709	239.562515	166.971039	265.80640635	151.528059
3710	270.659454	147.787201	268.71328275	149.89767875
3711	268.157471	149.166077	269.59566345	149.44536705
3712	275.734558	145.067062	270.72436675	148.86626165
3713	234.562988	170.529877	269.2617874	149.72705955
3714	247.985001	161.300079	268.7468628	150.11860695
3715	289.064514	138.377411	267.6934822	150.8673832
3716	260.684021	153.442474	267.4395317	150.99112585
3717	249.297501	160.450867	268.5227562	150.40244635
3718	258.534424	154.718277	270.2049835	149.4484882
3719	254.553558	157.137863	270.9928863	149.00406145
3720	230.383987	173.623169	274.16173705	147.43784975
3721	243.6595	164.163513	277.1387871	145.65502735
3722	275.788055	145.03891	279.49516145	144.32473865
3723	289.998535	137.931732	280.9391556	143.63731725
3724	317.864075	125.839958	284.64692845	142.2329128
3725	262.693512	152.268692	286.18657535	141.67721135
3726	264.545929	151.202484	288.86554875	140.38742785
3727	275.328033	145.28125	292.04045565	138.9240459
3728	307.070496	130.263245	295.6201554	137.42496755
3729	297.700043	134.363434	299.0279801	136.2419124
3730	288.307068	138.740967	303.2418732	134.7596454
3731	290.731537	137.583969	307.10964205	133.2921222
3732	246.482971	162.28302	310.1144913	132.11371455
3733	224.264496	178.360825	315.91724705	129.516225
3734	226.917389	176.275604	325.17914735	125.4821586
3735	283.985504	140.852264	333.2304764	121.8237617
3736	282.348511	141.668884	336.7701218	120.41846995
3737	282.942047	141.371704	340.829097	118.83666495
3738	274.29248	145.829742	345.41401825	117.1065315
3739	317.930573	125.813629	346.87904665	116.40281065
3740	289.924988	137.966721	345.01241455	117.2397659
3741	290.786987	137.557739	344.3732376	117.5579612
3742	304.667938	131.290482	343.42358705	118.0385894
3743	364.153992	109.843643	340.34046555	119.7043311
3744	348.657013	114.725929	333.90244215	122.7085593
3745	316.27298	126.473022	327.3545143	126.15928295
3746	328.044067	121.934845	321.57426985	129.80233795
3747	346.922028	115.299683	317.63608935	131.7286876
3748	375.22699	106.602142	314.660334	132.922478
3749	381.977905	104.718094	310.82550735	134.29185515
3750	365.662445	109.390503	306.96616135	135.61782485
3751	350.828522	114.015816	301.28004	138.0866977
3752	362.538086	110.333229	291.5275879	145.2245681
3753	409.502502	97.679497	283.1128311	150.0042903
3754	387.94397	103.107666	272.5376259	155.2214072
3755	354.778412	112.746429	268.0476509	156.77418125
3756	363.528015	110.032784	265.01935345	157.93466865
3757	374.640472	106.769035	261.8700767	159.0876628
3758	303.593048	131.755325	258.112075	160.4274436
3759	280.597931	142.552734	257.95306775	160.49718085
3760	277.141449	144.330627	260.0846733	159.557088
3761	271.793976	147.170303	259.93177565	159.6376033
3762	243.005508	164.605316	254.49637985	164.5425525
3763	235.393524	169.928207	251.5556595	167.1705745
3764	217.698456	183.740402	250.00703585	168.45789295
3765	200.668091	199.334122	249.53694	168.87256885
3766	249.280457	160.461838	249.45803525	168.95157045
3767	287.406921	139.175491	246.831282	171.0939006
3768	298.530457	133.989685	240.70449065	176.2658153
3769	304.790985	131.237488	234.48709485	181.04853855
3770	251.940018	158.76796	227.0998199	187.22182805
3771	155.77948	256.773224	222.8771461	191.22468755
3772	194.24295	205.927673	223.3097984	190.54907035
3773	197.998398	202.021835	221.7158035	192.57075995
3774	298.14447	134.163147	220.3079841	194.2453182
3775	294.212463	135.956177	213.56616205	199.7839565
3776	300.54248	133.092667	207.4241897	204.6565967
3777	299.480438	133.564651	200.87374035	209.79904205
3778	300.412903	133.15007	194.25161665	215.0941356
3779	323.230042	123.750877	187.50024565	220.5295917
3780	274.083496	145.940933	179.3696945	226.79387355
3781	163.08606	245.269287	173.96944195	231.53932875
3782	184.191101	217.165756	173.75333935	231.8731781
3783	204.421051	195.674576	172.8028068	233.12286075
3784	208.296539	192.03392	173.15710825	232.79507985
3785	199.089996	200.914154	171.8608085	234.16006705
3786	196.745392	203.308441	170.17650675	236.2059678
3787	164.871094	242.613785	168.76313775	237.91153115
3788	174.182541	229.64415	168.9293334	237.67180105
3789	157.045486	254.703278	169.76945485	236.6616219
3790	167.486542	238.82515	172.0803031	233.76595385
3791	164.432526	243.26088	171.8918517	234.04086075
3792	162.363052	246.361465	172.94522695	232.65948635
3793	169.84201	235.513	174.74820165	230.4209129
3794	163.308029	244.935913	181.00785135	225.42411955
3795	171.373016	233.408981	182.5582992	223.4697853
3796	169.533493	235.941574	183.94509655	221.844088
3797	167.037964	239.466522	183.5730499	222.3856377
3798	165.385483	241.859192	184.34910275	221.36767355
3799	160.619019	249.036514	184.9250503	220.5802529
3800	166.078445	240.850037	187.366397	217.67743005
3801	158.764008	251.946274	191.5162513	213.66462105
3802	165.18045	242.159409	198.378498	207.82386025
3803	211.50708	189.118958	204.0113273	202.914354
3804	182.370544	219.333664	201.51027445	205.8433785
3805	165.403961	241.832169	200.96024245	206.5473557
3806	168.478012	237.419708	200.76371995	206.8416794
3807	168.195007	237.819183	200.2353966	207.63601305
3808	190.98497	209.440567	200.4380463	207.35621875
3809	203.262451	196.789917	199.67589955	208.26450735
3810	163.717514	244.323288	198.34014745	209.75341345
3811	185.500031	215.633392	198.6279183	209.33854375
3812	198.422546	201.589996	197.95766985	210.17835855
3813	295.035004	135.577133	196.20742115	212.3374444
3814	194.316986	205.849228	190.1010979	217.12539605
3815	199.108963	200.895035	189.77839815	217.478991
3816	162.09256	246.772568	190.28647385	216.99124915
3817	182.559021	219.107239	190.86712495	216.16635595
3818	176.904434	226.110779	190.10637285	217.16242525
3819	209.445953	190.980057	190.01330035	217.28265075
3820	249.075531	160.593857	187.80680165	219.8316917
3821	296.008942	135.131058	183.90632175	223.49339745
3822	277.837036	143.969284	177.74782715	228.30830375
3823	161.486023	247.699448	172.1647499	233.14530935
3824	171.369904	233.413208	174.17412415	230.67735585
3825	161.473511	247.718643	174.9884071	229.6645194
3826	157.911545	253.306381	178.5023811	225.9084647
3827	172.248001	232.223297	179.1993263	224.8811721
3828	175.742035	227.606339	179.0951019	225.02340845
3829	176.547409	226.568039	178.9219505	225.25216745
3830	169.472931	236.025894	178.66007765	225.5985107
3831	172.095062	232.429688	178.6536285	225.6074989
3832	163.417572	244.771713	179.56727215	224.49198525
3833	172.908539	231.336166	181.24187085	222.4103477
3834	187.862991	212.921127	183.4352447	220.06965255
3835	209.270477	191.140198	185.89607005	217.8595848
3836	173.705582	230.274704	187.75972285	216.4147331
3837	167.343979	239.028625	191.43658975	212.9902084
3838	175.042984	228.515289	195.8287429	208.87616575
3839	165.315979	241.960876	199.4800399	205.51267625
3840	171.065933	233.827972	206.3103637	200.03885045
3841	172.83905	231.429184	214.41656565	194.35003365
3842	166.175491	240.709396	221.0251106	189.3357377
3843	201.673508	198.340378	223.2974838	186.75103845
3844	187.655563	213.156479	222.14798425	188.02699365
3845	231.752991	172.597549	221.0478317	189.44263545
3846	171.850449	232.760529	218.39598535	192.0036935
3847	170.163513	235.068024	218.48998785	191.87775125
3848	172.279007	232.181519	218.8310874	191.4247109
3849	171.309952	233.494904	218.59094	191.7576401
3850	169.343948	236.205658	218.4781142	191.9134735
3851	190.367935	210.119415	218.70163795	191.609716
3852	196.909546	203.138962	221.10956415	189.48855895
3853	216.776016	184.522263	223.92163385	187.2320358
3854	237.079498	168.719772	225.361235	186.15030515
3855	246.543533	162.243164	224.0104629	187.23522185
3856	247.24292	161.78421	220.384539	190.6156616
3857	255.187042	156.747772	219.77734065	191.03350675
3858	248.068924	161.245499	223.7351425	189.1779976
3859	301.922455	132.48436	223.72982635	189.1814552
3860	333.189972	120.051636	218.74975585	192.4425163
3861	305.009949	131.143265	212.63813325	195.92051615
3862	211.622955	189.015411	207.45893705	199.29255595
3863	178.683517	223.859482	205.64516145	201.24771115
3864	165.652512	241.469315	205.94168245	200.8881553
3865	178.716064	223.81871	208.6278076	197.93149785
3866	173.730499	230.241684	212.05807875	194.8272033
3867	176.985504	226.007217	215.00869905	191.90829155
3868	167.476059	238.840103	215.37187045	191.4628112
3869	169.053436	236.611572	215.59879685	191.14772635
3870	173.814423	230.130508	215.70317615	191.00341635
3871	238.526459	167.696274	215.6313042	191.09936745
3872	253.15094	158.008499	212.81667785	193.6894584
3873	245.568039	162.88765	213.0456543	193.54907755
3874	210.064056	190.418106	212.7296303	193.76423715
3875	174.025055	229.851959	214.55957645	192.3515617
3876	235.098953	170.141113	218.1746758	188.97825085
3877	334.343079	119.637589	220.9852082	187.33674315
3878	247.962601	161.314651	215.70133365	190.10126035
3879	202.321045	197.705582	215.9394539	189.9492676
3880	210.95752	189.611633	218.7476021	187.80141145
3881	201.426025	198.584061	222.05030135	185.54074635
3882	175.347443	228.118515	226.2985039	182.59502565
3883	184.613937	216.668365	233.80120925	177.33535235
3884	219.375015	182.336166	239.9526596	173.00297705
3885	247.321487	161.732819	245.4681343	169.9525746
3886	232.742905	171.863449	246.13258365	169.5402226
3887	184.248932	217.09761	248.24796375	168.21844145
3888	172.014587	232.538406	252.33044055	164.8852292
3889	171.141022	233.725372	255.6967858	161.6145696
3890	172.376984	232.04953	259.2579308	158.18035405
3891	182.233932	219.498093	263.3763794	154.42883655
3892	257.730469	155.200882	268.9978539	150.24133655
3893	239.247559	167.190842	269.77885365	149.797907
3894	246.662979	162.164597	274.6046776	147.39492885
3895	246.327042	162.385742	276.79850315	146.17044455
3896	291.309601	137.310959	276.8723534	146.12205055
3897	228.665588	174.927933	273.71765215	148.02014625
3898	252.725006	158.274796	276.02469715	146.55159765
3899	258.484009	154.748459	277.45759815	145.74560705
3900	277.011505	144.398331	277.76337055	145.5667794
3901	286.390076	139.669647	276.9822228	145.99830785
3902	325.40155	122.925049	275.76157305	146.6490815
3903	307.642944	130.020859	273.32694935	147.73063665
3904	329.684509	121.328117	271.30107655	148.71671145
3905	260.610474	153.485779	269.1047524	149.64923445
3906	275.050507	145.427826	270.6411263	148.8398251
3907	265.898468	150.433365	271.26139605	148.526022
3908	239.341492	167.125214	274.23641895	147.1506558
3909	242.363922	165.041061	277.0420937	145.56361585
3910	254.745956	157.01918	278.58792195	144.63005035
3911	294.663422	135.748093	279.74512185	143.97618455
3912	273.350464	146.332291	275.7201455	146.527422
3913	335.764038	119.131279	272.7567521	148.5529957
3914	290.53949	137.674911	265.04010325	153.6199028
3915	247.804047	161.417862	260.6146798	156.635627
3916	228.215576	175.272873	258.6475533	158.15883025
3917	274.806488	145.556961	258.5495278	158.2347679
3918	281.383026	142.154984	253.792273	162.0889717
3919	264.599457	151.171906	248.3837006	166.5277946
3920	261.38855	153.0289	245.984005	168.2025733
3921	261.977081	152.68512	241.6592522	171.98665915
3922	276.709076	144.556152	237.3106461	175.780651
3923	267.125488	149.742355	234.33508685	177.76103585
3924	285.758026	139.978577	229.73996205	181.6879455
3925	291.337952	137.297592	224.5351586	185.69847635
3926	287.455902	139.151764	218.4822121	190.57902445
3927	325.398926	122.926041	212.733017	195.2175216
3928	295.454987	135.384415	205.2373749	200.4681342
3929	273.280487	146.369751	204.15825045	201.00158145
3930	277.889954	143.941864	203.8872284	201.14967945
3931	214.163895	186.772842	205.2866562	200.49112995
3932	214.082596	186.843765	211.4127861	197.09273215
3933	181.431061	220.469421	216.6624771	194.0186347
3934	202.031021	197.989395	222.01459805	189.9282096
3935	208.461517	191.881927	225.06342235	187.6330848
3936	226.255066	176.791626	228.2223442	185.40167615
3937	179.661392	222.641037	228.91671445	184.8904846
3938	173.211578	230.931442	234.4331001	180.65524365
3939	216.605545	184.66748	240.1605461	176.05889585
3940	174.893494	228.710617	241.82781905	174.8270897
3941	175.004959	228.564957	247.6016197	170.27933425
3942	217.197891	184.163849	251.77677	166.5877922
